Year,Country,Gold,Silver,Bronze,Total,Historical_Gold,Historical_Silver,Historical_Bronze,Historical_Total,Recent_3_Olympics_Avg
1936,AFG,0,0,0,0,0,0,0,0,0.0
1948,AFG,0,0,0,0,0,0,0,0,0.0
1956,AFG,0,0,0,0,0,0,0,0,0.0
1960,AFG,0,0,0,0,0,0,0,0,0.0
1964,AFG,0,0,0,0,0,0,0,0,0.0
1968,AFG,0,0,0,0,0,0,0,0,0.0
1972,AFG,0,0,0,0,0,0,0,0,0.0
1980,AFG,0,0,0,0,0,0,0,0,0.0
1988,AFG,0,0,0,0,0,0,0,0,0.0
1996,AFG,0,0,0,0,0,0,0,0,0.0
2004,AFG,0,0,0,0,0,0,0,0,0.0
2008,AFG,0,0,1,1,0,0,0,0,0.0
2012,AFG,0,0,1,1,0,0,1,1,0.3333333333333333
2016,AFG,0,0,0,0,0,0,2,2,0.6666666666666666
2020,AFG,0,0,0,0,0,0,2,2,0.6666666666666666
2024,AFG,0,0,0,0,0,0,2,2,0.3333333333333333
1952,AHO,0,0,0,0,0,0,0,0,0.0
1960,AHO,0,0,0,0,0,0,0,0,0.0
1964,AHO,0,0,0,0,0,0,0,0,0.0
1968,AHO,0,0,0,0,0,0,0,0,0.0
1972,AHO,0,0,0,0,0,0,0,0,0.0
1976,AHO,0,0,0,0,0,0,0,0,0.0
1984,AHO,0,0,0,0,0,0,0,0,0.0
1988,AHO,0,1,0,1,0,0,0,0,0.0
1992,AHO,0,0,0,0,0,1,0,1,0.3333333333333333
1996,AHO,0,0,0,0,0,1,0,1,0.3333333333333333
2000,AHO,0,0,0,0,0,1,0,1,0.3333333333333333
2004,AHO,0,0,0,0,0,1,0,1,0.0
2008,AHO,0,0,0,0,0,1,0,1,0.0
2024,AIN,1,3,1,5,0,0,0,0,0.0
1972,ALB,0,0,0,0,0,0,0,0,0.0
1992,ALB,0,0,0,0,0,0,0,0,0.0
1996,ALB,0,0,0,0,0,0,0,0,0.0
2000,ALB,0,0,0,0,0,0,0,0,0.0
2004,ALB,0,0,0,0,0,0,0,0,0.0
2008,ALB,0,0,0,0,0,0,0,0,0.0
2012,ALB,0,0,0,0,0,0,0,0,0.0
2016,ALB,0,0,0,0,0,0,0,0,0.0
2020,ALB,0,0,0,0,0,0,0,0,0.0
2024,ALB,0,0,2,2,0,0,0,0,0.0
1964,ALG,0,0,0,0,0,0,0,0,0.0
1968,ALG,0,0,0,0,0,0,0,0,0.0
1972,ALG,0,0,0,0,0,0,0,0,0.0
1980,ALG,0,0,0,0,0,0,0,0,0.0
1984,ALG,0,0,2,2,0,0,0,0,0.0
1988,ALG,0,0,0,0,0,0,2,2,0.6666666666666666
1992,ALG,1,0,1,2,0,0,2,2,0.6666666666666666
1996,ALG,2,0,1,3,1,0,3,4,1.3333333333333333
2000,ALG,1,1,3,5,3,0,4,7,1.6666666666666667
2004,ALG,0,0,0,0,4,1,7,12,3.3333333333333335
2008,ALG,0,1,1,2,4,1,7,12,2.6666666666666665
2012,ALG,1,0,0,1,4,2,8,14,2.3333333333333335
2016,ALG,0,2,0,2,5,2,8,15,1.0
2020,ALG,0,0,0,0,5,4,8,17,1.6666666666666667
2024,ALG,2,0,1,3,5,4,8,17,1.0
1976,AND,0,0,0,0,0,0,0,0,0.0
1980,AND,0,0,0,0,0,0,0,0,0.0
1984,AND,0,0,0,0,0,0,0,0,0.0
1988,AND,0,0,0,0,0,0,0,0,0.0
1992,AND,0,0,0,0,0,0,0,0,0.0
1996,AND,0,0,0,0,0,0,0,0,0.0
2000,AND,0,0,0,0,0,0,0,0,0.0
2004,AND,0,0,0,0,0,0,0,0,0.0
2008,AND,0,0,0,0,0,0,0,0,0.0
2012,AND,0,0,0,0,0,0,0,0,0.0
2016,AND,0,0,0,0,0,0,0,0,0.0
2020,AND,0,0,0,0,0,0,0,0,0.0
2024,AND,0,0,0,0,0,0,0,0,0.0
1980,ANG,0,0,0,0,0,0,0,0,0.0
1988,ANG,0,0,0,0,0,0,0,0,0.0
1992,ANG,0,0,0,0,0,0,0,0,0.0
1996,ANG,0,0,0,0,0,0,0,0,0.0
2000,ANG,0,0,0,0,0,0,0,0,0.0
2004,ANG,0,0,0,0,0,0,0,0,0.0
2008,ANG,0,0,0,0,0,0,0,0,0.0
2012,ANG,0,0,0,0,0,0,0,0,0.0
2016,ANG,0,0,0,0,0,0,0,0,0.0
2020,ANG,0,0,0,0,0,0,0,0,0.0
2024,ANG,0,0,0,0,0,0,0,0,0.0
1976,ANT,0,0,0,0,0,0,0,0,0.0
1984,ANT,0,0,0,0,0,0,0,0,0.0
1988,ANT,0,0,0,0,0,0,0,0,0.0
1992,ANT,0,0,0,0,0,0,0,0,0.0
1996,ANT,0,0,0,0,0,0,0,0,0.0
2000,ANT,0,0,0,0,0,0,0,0,0.0
2004,ANT,0,0,0,0,0,0,0,0,0.0
2008,ANT,0,0,0,0,0,0,0,0,0.0
2012,ANT,0,0,0,0,0,0,0,0,0.0
2016,ANT,0,0,0,0,0,0,0,0,0.0
2020,ANT,0,0,0,0,0,0,0,0,0.0
2024,ANT,0,0,0,0,0,0,0,0,0.0
1908,ANZ,1,2,2,5,0,0,0,0,0.0
1912,ANZ,2,2,3,7,1,2,2,5,5.0
1900,ARG,0,0,0,0,0,0,0,0,0.0
1908,ARG,0,0,0,0,0,0,0,0,0.0
1920,ARG,0,0,0,0,0,0,0,0,0.0
1924,ARG,1,3,2,6,0,0,0,0,0.0
1928,ARG,3,3,1,7,1,3,2,6,2.0
1932,ARG,3,1,0,4,4,6,3,13,4.333333333333333
1936,ARG,2,2,3,7,7,7,3,17,5.666666666666667
1948,ARG,3,3,1,7,9,9,6,24,6.0
1952,ARG,1,2,2,5,12,12,7,31,6.0
1956,ARG,0,1,1,2,13,14,9,36,6.333333333333333
1960,ARG,0,1,1,2,13,15,10,38,4.666666666666667
1964,ARG,0,1,0,1,13,16,11,40,3.0
1968,ARG,0,0,2,2,13,17,11,41,1.6666666666666667
1972,ARG,0,1,0,1,13,17,13,43,1.6666666666666667
1976,ARG,0,0,0,0,13,18,13,44,1.3333333333333333
1984,ARG,0,0,0,0,13,18,13,44,1.0
1988,ARG,0,1,1,2,13,18,13,44,0.3333333333333333
1992,ARG,0,0,1,1,13,19,14,46,0.6666666666666666
1996,ARG,0,2,1,3,13,19,15,47,1.0
2000,ARG,0,2,2,4,13,21,16,50,2.0
2004,ARG,2,0,4,6,13,23,18,54,2.6666666666666665
2008,ARG,2,0,4,6,15,23,22,60,4.333333333333333
2012,ARG,1,1,2,4,17,23,26,66,5.333333333333333
2016,ARG,3,1,0,4,18,24,28,70,5.333333333333333
2020,ARG,0,1,2,3,21,25,28,74,4.666666666666667
2024,ARG,1,1,1,3,21,26,30,77,3.6666666666666665
1996,ARM,1,1,0,2,0,0,0,0,0.0
2000,ARM,0,0,1,1,1,1,0,2,2.0
2004,ARM,0,0,0,0,1,1,1,3,1.5
2008,ARM,0,0,6,6,1,1,1,3,1.0
2012,ARM,0,1,2,3,1,1,7,9,2.3333333333333335
2016,ARM,1,3,0,4,1,2,9,12,3.0
2020,ARM,0,2,2,4,2,5,9,16,4.333333333333333
2024,ARM,0,3,1,4,2,7,11,20,3.6666666666666665
1988,ARU,0,0,0,0,0,0,0,0,0.0
1992,ARU,0,0,0,0,0,0,0,0,0.0
1996,ARU,0,0,0,0,0,0,0,0,0.0
2000,ARU,0,0,0,0,0,0,0,0,0.0
2004,ARU,0,0,0,0,0,0,0,0,0.0
2008,ARU,0,0,0,0,0,0,0,0,0.0
2012,ARU,0,0,0,0,0,0,0,0,0.0
2016,ARU,0,0,0,0,0,0,0,0,0.0
2020,ARU,0,0,0,0,0,0,0,0,0.0
2024,ARU,0,0,0,0,0,0,0,0,0.0
1988,ASA,0,0,0,0,0,0,0,0,0.0
1992,ASA,0,0,0,0,0,0,0,0,0.0
1996,ASA,0,0,0,0,0,0,0,0,0.0
2000,ASA,0,0,0,0,0,0,0,0,0.0
2004,ASA,0,0,0,0,0,0,0,0,0.0
2008,ASA,0,0,0,0,0,0,0,0,0.0
2012,ASA,0,0,0,0,0,0,0,0,0.0
2016,ASA,0,0,0,0,0,0,0,0,0.0
2020,ASA,0,0,0,0,0,0,0,0,0.0
2024,ASA,0,0,0,0,0,0,0,0,0.0
1896,AUS,2,0,1,3,0,0,0,0,0.0
1900,AUS,3,0,3,6,2,0,1,3,3.0
1904,AUS,0,3,1,4,5,0,4,9,4.5
1906,AUS,0,0,3,3,5,3,5,13,4.333333333333333
1920,AUS,0,2,1,3,5,3,8,16,4.333333333333333
1924,AUS,3,1,2,6,5,5,9,19,3.3333333333333335
1928,AUS,1,2,1,4,8,6,11,25,4.0
1932,AUS,3,1,1,5,9,8,12,29,4.333333333333333
1936,AUS,0,0,1,1,12,9,13,34,5.0
1948,AUS,2,6,5,13,12,9,14,35,3.3333333333333335
1952,AUS,6,2,3,11,14,15,19,48,6.333333333333333
1956,AUS,13,8,14,35,20,17,22,59,8.333333333333334
1960,AUS,8,8,6,22,33,25,36,94,19.666666666666668
1964,AUS,6,2,10,18,41,33,42,116,22.666666666666668
1968,AUS,5,7,5,17,47,35,52,134,25.0
1972,AUS,8,7,2,17,52,42,57,151,19.0
1976,AUS,0,1,4,5,60,49,59,168,17.333333333333332
1980,AUS,2,2,5,9,60,50,63,173,13.0
1984,AUS,4,8,12,24,62,52,68,182,10.333333333333334
1988,AUS,3,6,5,14,66,60,80,206,12.666666666666666
1992,AUS,7,9,11,27,69,66,85,220,15.666666666666666
1996,AUS,9,9,23,41,76,75,96,247,21.666666666666668
2000,AUS,16,25,17,58,85,84,119,288,27.333333333333332
2004,AUS,17,16,17,50,101,109,136,346,42.0
2008,AUS,14,15,17,46,118,125,153,396,49.666666666666664
2012,AUS,7,16,12,35,132,140,170,442,51.333333333333336
2016,AUS,8,11,10,29,139,156,182,477,43.666666666666664
2020,AUS,17,7,22,46,147,167,192,506,36.666666666666664
2024,AUS,18,19,16,53,164,174,214,552,36.666666666666664
1896,AUT,2,1,2,5,0,0,0,0,0.0
1900,AUT,0,3,3,6,2,1,2,5,5.0
1904,AUT,2,1,1,4,2,4,5,11,5.5
1906,AUT,3,3,3,9,4,5,6,15,5.0
1908,AUT,0,0,1,1,7,8,9,24,6.333333333333333
1912,AUT,0,2,2,4,7,8,10,25,4.666666666666667
1924,AUT,0,3,1,4,7,10,12,29,4.666666666666667
1928,AUT,3,0,1,4,7,13,13,33,3.0
1932,AUT,1,1,3,5,10,13,14,37,4.0
1936,AUT,5,7,5,17,11,14,17,42,4.333333333333333
1948,AUT,2,2,4,8,16,21,22,59,8.666666666666666
1952,AUT,0,1,1,2,18,23,26,67,10.0
1956,AUT,0,0,2,2,18,24,27,69,9.0
1960,AUT,1,1,0,2,18,24,29,71,4.0
1964,AUT,0,0,0,0,19,25,29,73,2.0
1968,AUT,0,2,2,4,19,25,29,73,1.3333333333333333
1972,AUT,0,1,2,3,19,27,31,77,2.0
1976,AUT,0,0,1,1,19,28,33,80,2.3333333333333335
1980,AUT,1,2,1,4,19,28,34,81,2.6666666666666665
1984,AUT,1,1,1,3,20,30,35,85,2.6666666666666665
1988,AUT,1,0,0,1,21,31,36,88,2.6666666666666665
1992,AUT,0,2,0,2,22,31,36,89,2.6666666666666665
1996,AUT,0,1,2,3,22,33,36,91,2.0
2000,AUT,2,1,0,3,22,34,38,94,2.0
2004,AUT,2,4,1,7,24,35,38,97,2.6666666666666665
2008,AUT,0,1,2,3,26,39,39,104,4.333333333333333
2012,AUT,0,0,0,0,26,40,41,107,4.333333333333333
2016,AUT,0,0,1,1,26,40,41,107,3.3333333333333335
2020,AUT,1,1,5,7,26,40,42,108,1.3333333333333333
2024,AUT,2,0,3,5,27,41,47,115,2.6666666666666665
1996,AZE,0,1,0,1,0,0,0,0,0.0
2000,AZE,2,0,1,3,0,1,0,1,1.0
2004,AZE,1,0,4,5,2,1,1,4,2.0
2008,AZE,1,2,4,7,3,1,5,9,3.0
2012,AZE,2,2,6,10,4,3,9,16,5.0
2016,AZE,1,7,10,18,6,5,15,26,7.333333333333333
2020,AZE,0,3,4,7,7,12,25,44,11.666666666666666
2024,AZE,2,2,3,7,7,15,29,51,11.666666666666666
1952,BAH,0,0,0,0,0,0,0,0,0.0
1956,BAH,0,0,1,1,0,0,0,0,0.0
1960,BAH,0,0,0,0,0,0,1,1,0.5
1964,BAH,1,0,0,1,0,0,1,1,0.3333333333333333
1968,BAH,0,0,0,0,1,0,1,2,0.6666666666666666
1972,BAH,0,0,0,0,1,0,1,2,0.3333333333333333
1976,BAH,0,0,0,0,1,0,1,2,0.3333333333333333
1984,BAH,0,0,0,0,1,0,1,2,0.0
1988,BAH,0,0,0,0,1,0,1,2,0.0
1992,BAH,0,0,1,1,1,0,1,2,0.0
1996,BAH,0,1,0,1,1,0,2,3,0.3333333333333333
2000,BAH,2,0,1,3,1,1,2,4,0.6666666666666666
2004,BAH,1,0,1,2,3,1,3,7,1.6666666666666667
2008,BAH,0,1,1,2,4,1,4,9,2.0
2012,BAH,1,0,0,1,4,2,5,11,2.3333333333333335
2016,BAH,1,0,1,2,5,2,5,12,1.6666666666666667
2020,BAH,2,0,0,2,6,2,6,14,1.6666666666666667
2024,BAH,0,0,0,0,8,2,6,16,1.6666666666666667
1984,BAN,0,0,0,0,0,0,0,0,0.0
1988,BAN,0,0,0,0,0,0,0,0,0.0
1992,BAN,0,0,0,0,0,0,0,0,0.0
1996,BAN,0,0,0,0,0,0,0,0,0.0
2000,BAN,0,0,0,0,0,0,0,0,0.0
2004,BAN,0,0,0,0,0,0,0,0,0.0
2008,BAN,0,0,0,0,0,0,0,0,0.0
2012,BAN,0,0,0,0,0,0,0,0,0.0
2016,BAN,0,0,0,0,0,0,0,0,0.0
2020,BAN,0,0,0,0,0,0,0,0,0.0
2024,BAN,0,0,0,0,0,0,0,0,0.0
1968,BAR,0,0,0,0,0,0,0,0,0.0
1972,BAR,0,0,0,0,0,0,0,0,0.0
1976,BAR,0,0,0,0,0,0,0,0,0.0
1984,BAR,0,0,0,0,0,0,0,0,0.0
1988,BAR,0,0,0,0,0,0,0,0,0.0
1992,BAR,0,0,0,0,0,0,0,0,0.0
1996,BAR,0,0,0,0,0,0,0,0,0.0
2000,BAR,0,0,1,1,0,0,0,0,0.0
2004,BAR,0,0,0,0,0,0,1,1,0.3333333333333333
2008,BAR,0,0,0,0,0,0,1,1,0.3333333333333333
2012,BAR,0,0,0,0,0,0,1,1,0.3333333333333333
2016,BAR,0,0,0,0,0,0,1,1,0.0
2020,BAR,0,0,0,0,0,0,1,1,0.0
2024,BAR,0,0,0,0,0,0,1,1,0.0
1996,BDI,1,0,0,1,0,0,0,0,0.0
2000,BDI,0,0,0,0,1,0,0,1,1.0
2004,BDI,0,0,0,0,1,0,0,1,0.5
2008,BDI,0,0,0,0,1,0,0,1,0.3333333333333333
2012,BDI,0,0,0,0,1,0,0,1,0.0
2016,BDI,0,1,0,1,1,0,0,1,0.0
2020,BDI,0,0,0,0,1,1,0,2,0.3333333333333333
2024,BDI,0,0,0,0,1,1,0,2,0.3333333333333333
1900,BEL,6,7,5,18,0,0,0,0,0.0
1906,BEL,2,2,3,7,6,7,5,18,18.0
1908,BEL,1,5,2,8,8,9,8,25,12.5
1912,BEL,2,1,3,6,9,14,10,33,11.0
1920,BEL,16,12,14,42,11,15,13,39,7.0
1924,BEL,3,7,3,13,27,27,27,81,18.666666666666668
1928,BEL,0,1,2,3,30,34,30,94,20.333333333333332
1932,BEL,0,0,1,1,30,35,32,97,19.333333333333332
1936,BEL,0,0,3,3,30,35,33,98,5.666666666666667
1948,BEL,2,2,3,7,30,35,36,101,2.3333333333333335
1952,BEL,2,2,0,4,32,37,39,108,3.6666666666666665
1956,BEL,0,2,0,2,34,39,39,112,4.666666666666667
1960,BEL,0,2,2,4,34,41,39,114,4.333333333333333
1964,BEL,2,0,1,3,34,43,41,118,3.3333333333333335
1968,BEL,0,1,1,2,36,43,42,121,3.0
1972,BEL,0,2,0,2,36,44,43,123,3.0
1976,BEL,0,3,3,6,36,46,43,125,2.3333333333333335
1980,BEL,1,0,0,1,36,49,46,131,3.3333333333333335
1984,BEL,1,1,2,4,37,49,46,132,3.0
1988,BEL,0,0,2,2,38,50,48,136,3.6666666666666665
1992,BEL,0,1,2,3,38,50,50,138,2.3333333333333335
1996,BEL,2,2,2,6,38,51,52,141,3.0
2000,BEL,0,2,3,5,40,53,54,147,3.6666666666666665
2004,BEL,1,0,2,3,40,55,57,152,4.666666666666667
2008,BEL,1,1,0,2,41,55,59,155,4.666666666666667
2012,BEL,0,1,2,3,42,56,59,157,3.3333333333333335
2016,BEL,2,2,2,6,42,57,61,160,2.6666666666666665
2020,BEL,3,1,3,7,44,59,63,166,3.6666666666666665
2024,BEL,3,1,6,10,47,60,66,173,5.333333333333333
1972,BEN,0,0,0,0,0,0,0,0,0.0
1980,BEN,0,0,0,0,0,0,0,0,0.0
1984,BEN,0,0,0,0,0,0,0,0,0.0
1988,BEN,0,0,0,0,0,0,0,0,0.0
1992,BEN,0,0,0,0,0,0,0,0,0.0
1996,BEN,0,0,0,0,0,0,0,0,0.0
2000,BEN,0,0,0,0,0,0,0,0,0.0
2004,BEN,0,0,0,0,0,0,0,0,0.0
2008,BEN,0,0,0,0,0,0,0,0,0.0
2012,BEN,0,0,0,0,0,0,0,0,0.0
2016,BEN,0,0,0,0,0,0,0,0,0.0
2020,BEN,0,0,0,0,0,0,0,0,0.0
2024,BEN,0,0,0,0,0,0,0,0,0.0
1936,BER,0,0,0,0,0,0,0,0,0.0
1948,BER,0,0,0,0,0,0,0,0,0.0
1952,BER,0,0,0,0,0,0,0,0,0.0
1956,BER,0,0,0,0,0,0,0,0,0.0
1960,BER,0,0,0,0,0,0,0,0,0.0
1964,BER,0,0,0,0,0,0,0,0,0.0
1968,BER,0,0,0,0,0,0,0,0,0.0
1972,BER,0,0,0,0,0,0,0,0,0.0
1976,BER,0,0,1,1,0,0,0,0,0.0
1984,BER,0,0,0,0,0,0,1,1,0.3333333333333333
1988,BER,0,0,0,0,0,0,1,1,0.3333333333333333
1992,BER,0,0,0,0,0,0,1,1,0.3333333333333333
1996,BER,0,0,0,0,0,0,1,1,0.0
2000,BER,0,0,0,0,0,0,1,1,0.0
2004,BER,0,0,0,0,0,0,1,1,0.0
2008,BER,0,0,0,0,0,0,1,1,0.0
2012,BER,0,0,0,0,0,0,1,1,0.0
2016,BER,0,0,0,0,0,0,1,1,0.0
2020,BER,1,0,0,1,0,0,1,1,0.0
2024,BER,0,0,0,0,1,0,1,2,0.3333333333333333
1984,BHU,0,0,0,0,0,0,0,0,0.0
1988,BHU,0,0,0,0,0,0,0,0,0.0
1992,BHU,0,0,0,0,0,0,0,0,0.0
1996,BHU,0,0,0,0,0,0,0,0,0.0
2000,BHU,0,0,0,0,0,0,0,0,0.0
2004,BHU,0,0,0,0,0,0,0,0,0.0
2008,BHU,0,0,0,0,0,0,0,0,0.0
2012,BHU,0,0,0,0,0,0,0,0,0.0
2016,BHU,0,0,0,0,0,0,0,0,0.0
2020,BHU,0,0,0,0,0,0,0,0,0.0
2024,BHU,0,0,0,0,0,0,0,0,0.0
1992,BIH,0,0,0,0,0,0,0,0,0.0
1996,BIH,0,0,0,0,0,0,0,0,0.0
2000,BIH,0,0,0,0,0,0,0,0,0.0
2004,BIH,0,0,0,0,0,0,0,0,0.0
2008,BIH,0,0,0,0,0,0,0,0,0.0
2012,BIH,0,0,0,0,0,0,0,0,0.0
2016,BIH,0,0,0,0,0,0,0,0,0.0
2020,BIH,0,0,0,0,0,0,0,0,0.0
2024,BIH,0,0,0,0,0,0,0,0,0.0
1968,BIZ,0,0,0,0,0,0,0,0,0.0
1972,BIZ,0,0,0,0,0,0,0,0,0.0
1976,BIZ,0,0,0,0,0,0,0,0,0.0
1984,BIZ,0,0,0,0,0,0,0,0,0.0
1988,BIZ,0,0,0,0,0,0,0,0,0.0
1992,BIZ,0,0,0,0,0,0,0,0,0.0
1996,BIZ,0,0,0,0,0,0,0,0,0.0
2000,BIZ,0,0,0,0,0,0,0,0,0.0
2004,BIZ,0,0,0,0,0,0,0,0,0.0
2008,BIZ,0,0,0,0,0,0,0,0,0.0
2012,BIZ,0,0,0,0,0,0,0,0,0.0
2016,BIZ,0,0,0,0,0,0,0,0,0.0
2020,BIZ,0,0,0,0,0,0,0,0,0.0
2024,BIZ,0,0,0,0,0,0,0,0,0.0
1996,BLR,1,6,8,15,0,0,0,0,0.0
2000,BLR,3,3,11,17,1,6,8,15,15.0
2004,BLR,2,5,6,13,4,9,19,32,16.0
2008,BLR,4,5,9,18,6,14,25,45,15.0
2012,BLR,2,5,5,12,10,19,34,63,16.0
2016,BLR,1,4,4,9,12,24,39,75,14.333333333333334
2020,BLR,1,3,3,7,13,28,43,84,13.0
1900,BOH,0,1,2,3,0,0,0,0,0.0
1906,BOH,0,0,2,2,0,1,2,3,3.0
1908,BOH,0,0,2,2,0,1,4,5,2.5
1912,BOH,0,0,0,0,0,1,6,7,2.3333333333333335
1936,BOL,0,0,0,0,0,0,0,0,0.0
1964,BOL,0,0,0,0,0,0,0,0,0.0
1968,BOL,0,0,0,0,0,0,0,0,0.0
1972,BOL,0,0,0,0,0,0,0,0,0.0
1976,BOL,0,0,0,0,0,0,0,0,0.0
1984,BOL,0,0,0,0,0,0,0,0,0.0
1988,BOL,0,0,0,0,0,0,0,0,0.0
1992,BOL,0,0,0,0,0,0,0,0,0.0
1996,BOL,0,0,0,0,0,0,0,0,0.0
2000,BOL,0,0,0,0,0,0,0,0,0.0
2004,BOL,0,0,0,0,0,0,0,0,0.0
2008,BOL,0,0,0,0,0,0,0,0,0.0
2012,BOL,0,0,0,0,0,0,0,0,0.0
2016,BOL,0,0,0,0,0,0,0,0,0.0
2020,BOL,0,0,0,0,0,0,0,0,0.0
2024,BOL,0,0,0,0,0,0,0,0,0.0
1980,BOT,0,0,0,0,0,0,0,0,0.0
1984,BOT,0,0,0,0,0,0,0,0,0.0
1988,BOT,0,0,0,0,0,0,0,0,0.0
1992,BOT,0,0,0,0,0,0,0,0,0.0
1996,BOT,0,0,0,0,0,0,0,0,0.0
2000,BOT,0,0,0,0,0,0,0,0,0.0
2004,BOT,0,0,0,0,0,0,0,0,0.0
2008,BOT,0,0,0,0,0,0,0,0,0.0
2012,BOT,0,1,0,1,0,0,0,0,0.0
2016,BOT,0,0,0,0,0,1,0,1,0.3333333333333333
2020,BOT,0,0,1,1,0,1,0,1,0.3333333333333333
2024,BOT,1,1,0,2,0,1,1,2,0.6666666666666666
1900,BRA,0,0,0,0,0,0,0,0,0.0
1920,BRA,1,1,1,3,0,0,0,0,0.0
1924,BRA,0,0,0,0,1,1,1,3,1.5
1932,BRA,0,0,0,0,1,1,1,3,1.0
1936,BRA,0,0,0,0,1,1,1,3,1.0
1948,BRA,0,0,1,1,1,1,1,3,0.0
1952,BRA,1,0,2,3,1,1,2,4,0.3333333333333333
1956,BRA,1,0,0,1,2,1,4,7,1.3333333333333333
1960,BRA,0,0,2,2,3,1,4,8,1.6666666666666667
1964,BRA,0,0,1,1,3,1,6,10,2.0
1968,BRA,0,1,2,3,3,1,7,11,1.3333333333333333
1972,BRA,0,0,2,2,3,2,9,14,2.0
1976,BRA,0,0,2,2,3,2,11,16,2.0
1980,BRA,2,0,2,4,3,2,13,18,2.3333333333333335
1984,BRA,1,5,2,8,5,2,15,22,2.6666666666666665
1988,BRA,1,2,3,6,6,7,17,30,4.666666666666667
1992,BRA,2,1,0,3,7,9,20,36,6.0
1996,BRA,3,3,9,15,9,10,20,39,5.666666666666667
2000,BRA,0,6,6,12,12,13,29,54,8.0
2004,BRA,5,2,3,10,12,19,35,66,10.0
2008,BRA,3,4,9,16,17,21,38,76,12.333333333333334
2012,BRA,3,5,9,17,20,25,47,92,12.666666666666666
2016,BRA,7,6,6,19,23,30,56,109,14.333333333333334
2020,BRA,7,6,8,21,30,36,62,128,17.333333333333332
2024,BRA,3,7,10,20,37,42,70,149,19.0
1984,BRN,0,0,0,0,0,0,0,0,0.0
1988,BRN,0,0,0,0,0,0,0,0,0.0
1992,BRN,0,0,0,0,0,0,0,0,0.0
1996,BRN,0,0,0,0,0,0,0,0,0.0
2000,BRN,0,0,0,0,0,0,0,0,0.0
2004,BRN,0,0,0,0,0,0,0,0,0.0
2008,BRN,0,0,0,0,0,0,0,0,0.0
2012,BRN,0,0,1,1,0,0,0,0,0.0
2016,BRN,1,1,0,2,0,0,1,1,0.3333333333333333
2020,BRN,0,1,0,1,1,1,1,3,1.0
2024,BRN,2,1,1,4,1,2,1,4,1.3333333333333333
1996,BRU,0,0,0,0,0,0,0,0,0.0
2000,BRU,0,0,0,0,0,0,0,0,0.0
2004,BRU,0,0,0,0,0,0,0,0,0.0
2012,BRU,0,0,0,0,0,0,0,0,0.0
2016,BRU,0,0,0,0,0,0,0,0,0.0
2020,BRU,0,0,0,0,0,0,0,0,0.0
2024,BRU,0,0,0,0,0,0,0,0,0.0
1924,BUL,0,0,0,0,0,0,0,0,0.0
1928,BUL,0,0,0,0,0,0,0,0,0.0
1932,BUL,0,0,0,0,0,0,0,0,0.0
1936,BUL,0,0,0,0,0,0,0,0,0.0
1952,BUL,0,0,1,1,0,0,0,0,0.0
1956,BUL,1,3,1,5,0,0,1,1,0.3333333333333333
1960,BUL,1,3,3,7,1,3,2,6,2.0
1964,BUL,3,5,2,10,2,6,5,13,4.333333333333333
1968,BUL,2,4,3,9,5,11,7,23,7.333333333333333
1972,BUL,6,10,5,21,7,15,10,32,8.666666666666666
1976,BUL,6,9,7,22,13,25,15,53,13.333333333333334
1980,BUL,8,16,17,41,19,34,22,75,17.333333333333332
1988,BUL,10,12,13,35,27,50,39,116,28.0
1992,BUL,3,7,6,16,37,62,52,151,32.666666666666664
1996,BUL,3,7,5,15,40,69,58,167,30.666666666666668
2000,BUL,5,6,2,13,43,76,63,182,22.0
2004,BUL,2,1,9,12,48,82,65,195,14.666666666666666
2008,BUL,1,1,3,5,50,83,74,207,13.333333333333334
2012,BUL,0,1,1,2,51,84,77,212,10.0
2016,BUL,0,1,2,3,51,85,78,214,6.333333333333333
2020,BUL,3,1,2,6,51,86,80,217,3.3333333333333335
2024,BUL,3,1,3,7,54,87,82,223,3.6666666666666665
1972,BUR,0,0,0,0,0,0,0,0,0.0
1988,BUR,0,0,0,0,0,0,0,0,0.0
1992,BUR,0,0,0,0,0,0,0,0,0.0
1996,BUR,0,0,0,0,0,0,0,0,0.0
2000,BUR,0,0,0,0,0,0,0,0,0.0
2004,BUR,0,0,0,0,0,0,0,0,0.0
2008,BUR,0,0,0,0,0,0,0,0,0.0
2012,BUR,0,0,0,0,0,0,0,0,0.0
2016,BUR,0,0,0,0,0,0,0,0,0.0
2020,BUR,0,0,1,1,0,0,0,0,0.0
2024,BUR,0,0,0,0,0,0,1,1,0.3333333333333333
1968,CAF,0,0,0,0,0,0,0,0,0.0
1984,CAF,0,0,0,0,0,0,0,0,0.0
1988,CAF,0,0,0,0,0,0,0,0,0.0
1992,CAF,0,0,0,0,0,0,0,0,0.0
1996,CAF,0,0,0,0,0,0,0,0,0.0
2000,CAF,0,0,0,0,0,0,0,0,0.0
2004,CAF,0,0,0,0,0,0,0,0,0.0
2008,CAF,0,0,0,0,0,0,0,0,0.0
2012,CAF,0,0,0,0,0,0,0,0,0.0
2016,CAF,0,0,0,0,0,0,0,0,0.0
2020,CAF,0,0,0,0,0,0,0,0,0.0
2024,CAF,0,0,0,0,0,0,0,0,0.0
1956,CAM,0,0,0,0,0,0,0,0,0.0
1964,CAM,0,0,0,0,0,0,0,0,0.0
1972,CAM,0,0,0,0,0,0,0,0,0.0
