Year,Country,Gold,Silver,Bronze,Total,Historical_Gold,Historical_Silver,Historical_Bronze,Historical_Total,Recent_3_Olympics_Avg,WB_Code,Population,GDP,GDP_per_capita,HDI,Climate_Zone,Climate_Description,Avg_Temp_C,Winter_Sports_Index,Education_Spending_pct_GDP,Medals_per_million_pop,Medals_per_billion_GDP,Medals_per_10K_GDPpc,Medals_per_HDI,Gold_per_million_pop,Gold_per_billion_GDP,Gold_per_10K_GDPpc,Gold_per_HDI,Land_Area_SqKm,Surface_Area_SqKm,Internet_Users_Pct,Vehicles_Per_1000,Healthcare_Spending_Pct_GDP,Healthcare_Spending_Per_Capita_USD,Life_Expectancy_Years,Labor_Force_Total,Coastline_Length_Km,Average_Elevation_Meters,Avg_Temperature_C,Avg_Snowfall_Cm_Per_Year,Sunshine_Days_Per_Year,Number_of_Universities,Number_of_Ski_Resorts,Professional_Sports_Stadiums,Avg_Work_Hours_Per_Year,Global_Peace_Index_Score,Military_Expenditure_Pct_GDP,Active_Military_Personnel_Thousands,Healthcare_Spending_USD,Military_Expenditure_USD,Education_Spending_USD,Medals_Per_Million,Medals_Per_Billion_GDP,Medals_Per_GDP_Per_Capita,Medals_Per_HDI,Medals_Per_1000_SqKm,Medals_Per_1000_Km_Coastline,Medals_Per_100m_Elevation,Medals_Per_Degree_Temp,Medals_Per_100_Sunshine_Days,Medals_Per_100_Cm_Snowfall,Medals_Per_Million_Internet_Users,Medals_Per_1000_Vehicles,Medals_Per_University,Medals_Per_Stadium,Medals_Per_Ski_Resort,Medals_Per_Pct_Healthcare_Spending,Medals_Per_Year_Life_Expectancy,Medals_Per_100_Work_Hours,Medals_Per_Peace_Index_Point,Medals_Per_Pct_Military_Spending,Medals_Per_1000_Military_Personnel,Medals_Per_Pct_Education_Spending,Total_Athletes,Individual_Medalists,Gold_Medalists,Silver_Medalists,Bronze_Medalists,Total_Medals_Awarded,Gold_Awarded,Silver_Awarded,Bronze_Awarded
2018,RSA,0,0,0,0,0,0,0,0,0.0,ZAF,52344051.0,417363822801.713,7973.47195771517,0.675,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1213090.0,1219090.0,24.0,165.138554108415,7.79358244,621.41906738,58.886,19313604.0,2798.0,1034.0,18.5,,300.0,26.0,,10.0,,2.407,1.003,77.2,32527591355.31116,4186159142.701181,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,SGP,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,SLO,0,1,1,2,2,4,9,15,3.6666666666666665,SVN,2061980.0,49514466379.6057,24013.0682060959,0.902,2.0,Continental,5.0,7.0,5.34328985214233,0.9699415125267946,0.0403922357693785,0.8328798231174327,2.217294900221729,0.0,0.0,0.0,0.0,20140.0,20675.0,71.5863,,8.58487225,2062.38476563,81.0780487804878,1017500.0,47.0,492.0,10.6,90.0,,,50.0,,1682.0,1.395,0.983,13.6,4252596139.033747,486727204.511524,2645701457.4038973,0.9699415125267946,0.0403922357693785,0.8328798231174327,2.217294900221729,0.0993048659384309,42.5531914893617,0.4065040650406504,0.1886792452830188,0.0,2.2222222222222223,27938.30663129677,0.0,0.0,0.0,0.04,0.232967939621932,0.0246675891943926,0.1189060642092746,1.4336917562724014,2.034587995930824,147.05882352941177,0.3743012367555024,71.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0
2018,SMR,0,0,0,0,0,0,0,0,0.0,SMR,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,SRB,0,0,0,0,0,0,0,0,0.0,SRB,7131787.0,49114321280.3466,6886.67809068704,0.788,2.0,Continental,5.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87460.0,88360.0,62.0751,,8.85966778,608.85858154,75.3365853658537,3153169.0,0.0,,10.9,,,,,,,,1.87,28.2,4342249716.665412,918437807.9424816,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,SUI,5,6,4,15,50,40,47,137,11.333333333333334,CHE,8188649.0,726537808338.0,88724.9909402638,0.952,2.0,Continental,5.0,7.0,4.93057012557983,1.8318040008797545,0.0206458629239315,1.6906172478618908,15.756302521008404,0.6106013336265849,0.0068819543079771,0.5635390826206302,5.2521008403361344,39510.829,41290.7,83.6173,,10.6751194,9469.6640625,83.1975609756098,4739164.0,0.0,1350.0,6.0,140.0,190.0,12.0,200.0,6.0,1564.5,1.35,0.635,20.8,77543755155.72656,4613515082.9463,35822456128.95588,1.8318040008797545,0.0206458629239315,1.6906172478618908,15.756302521008404,0.3796427556607329,0.0,1.1111111111111112,2.5,7.894736842105264,10.714285714285715,179388.71501471585,0.0,1.25,2.5,0.075,1.4051365083560563,0.1802937468851689,0.9587727708533078,11.11111111111111,23.62204724409449,721.1538461538462,3.042244531150648,163.0,20.0,9.0,7.0,8.0,24.0,9.0,7.0,8.0
2018,SVK,1,2,0,3,2,2,1,5,1.6666666666666667,SVK,5418649.0,101713075598.862,18770.9289896545,0.849,2.0,Continental,5.0,7.0,,0.5536435373466707,0.0294947329272733,1.598216050816363,3.53356890459364,0.1845478457822235,0.0098315776424244,0.5327386836054544,1.1778563015312131,48080.0,49030.0,79.9843,,6.86543369,1289.34851074,76.8121951219512,2743071.0,0.0,458.0,8.2,80.0,,,50.0,,1760.0,,0.982,15.8,6986527018.37279,998822402.3808248,,0.5536435373466707,0.0294947329272733,1.598216050816363,3.53356890459364,0.062396006655574,0.0,0.6550218340611353,0.3658536585365854,0.0,3.75,37507.36081956084,0.0,0.0,0.0,0.06,0.4369716663886386,0.0390562982250023,0.1704545454545454,0.0,3.054989816700611,189.87341772151896,0.0,55.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0
2018,SWE,7,6,1,14,50,40,54,144,13.333333333333334,SWE,9696110.0,577727767303.596,59583.4584491714,0.935,1.0,Arctic/Subarctic,-5.0,10.0,7.62924003601074,1.4438780088097187,0.0242328667450789,2.349645415756274,14.97326203208556,0.7219390044048594,0.0121164333725394,1.174822707878137,7.4866310160427805,407339.7,528447.52,92.5236,,11.07212639,6632.23681641,82.2536585365854,5132346.0,3218.0,320.0,2.1,180.0,200.0,48.0,200.0,8.0,1465.4,1.339,1.135,30.6,64306897717.96117,6557210158.895814,44076238122.27691,1.4438780088097187,0.0242328667450789,2.349645415756274,14.97326203208556,0.0343693482368647,4.35052827843381,4.375,6.666666666666666,7.0,7.777777777777778,151312.74615341384,0.0,0.2916666666666667,1.75,0.07,1.2644364331538307,0.1702051951132723,0.955370547290842,10.455563853622106,12.334801762114536,457.516339869281,1.835045159664484,110.0,24.0,14.0,14.0,1.0,32.0,14.0,17.0,1.0
2018,TGA,0,0,0,0,0,0,0,0,0.0,TON,,,,0.727,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,THA,0,0,0,0,0,0,0,0,0.0,THA,70216367.0,407339040197.651,5801.1978916205,0.778,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510890.0,513120.0,34.8861,,3.68448091,213.74395752,76.279,39964948.0,3219.0,,,,,170.0,,,,,1.38,453.6,15008324165.256733,5621278754.727584,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,TLS,0,0,0,0,0,0,0,0,0.0,TLS,,,,0.622,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,TOG,0,0,0,0,0,0,0,0,0.0,TGO,7472450.0,6393314707.85456,855.584809246574,0.505,,,,,3.4237699508667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54390.0,56790.0,5.7,,4.90473413,,58.766,2540610.0,,,,,,,,,,,1.818,9.3,,116230461.38879593,218892387.8318656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,TPE,0,0,0,0,0,0,0,0,0.0,TWN,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,TUR,0,0,0,0,0,0,0,0,0.0,TUR,77181884.0,942343431928.654,12209.3862327674,0.809,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769630.0,785350.0,51.0374,,4.32517862,520.40753174,76.452,29521920.0,7200.0,1132.0,11.1,,270.0,207.0,25.0,20.0,,2.37,1.872,612.8,40166033747.482994,17640669045.704403,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,UKR,1,0,0,1,2,1,4,7,1.3333333333333333,UKR,45972380.0,133503871861.723,3054.908203125,0.773,2.0,Continental,5.0,7.0,5.87493991851807,0.0217521912069812,0.0074904194616599,3.273420782258059,1.2936610608020698,0.0217521912069812,0.0074904194616599,3.273420782258059,1.2936610608020698,579290.0,603550.0,46.236,,7.19506168,208.94400024,71.803,22030438.0,2782.0,175.0,7.7,50.0,,800.0,20.0,,,3.043,2.967,204.0,9605652977.753372,3961059878.137322,7843272260.771578,0.0217521912069812,0.0074904194616599,3.273420782258059,1.2936610608020698,0.001726251100485,0.3594536304816678,0.5714285714285714,0.1298701298701298,0.0,2.0,21628.16852668916,0.0,0.00125,0.0,0.05,0.1389842150734696,0.013926994693815,0.0,0.3286230693394676,0.337040781934614,4.901960784313726,0.1702145066791161,32.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2018,USA,9,8,6,23,96,99,84,279,30.0,USA,319257560.0,17550680174000.0,54973.4207515712,0.919,2.0,Continental,5.0,7.0,,0.0720421467858114,0.0013104905207077,4.18384006044278,25.0272034820457,0.0281904052640131,0.0005128006385378,1.6371548062602184,9.793253536452664,9147420.0,9831510.0,73.0,,16.1415844,8796.33886719,78.8414634146341,160876331.0,19924.0,760.0,8.5,70.0,260.0,4000.0,470.0,120.0,1830.4,1.953,3.679,1381.2,2808297683672.243,645689523601.46,,0.0720421467858114,0.0013104905207077,4.18384006044278,25.0272034820457,0.0025143701721359,1.1543866693435054,3.0263157894736845,2.7058823529411766,8.846153846153847,32.85714285714286,315068.4931506849,0.0,0.00575,0.1916666666666666,0.0489361702127659,1.4248911030072118,0.291724671307038,1.256555944055944,11.776753712237582,6.251698831204132,16.65218650448885,0.0,235.0,64.0,36.0,9.0,21.0,68.0,36.0,9.0,23.0
2018,UZB,0,0,0,0,1,0,0,1,0.0,UZB,30222994.0,80845385809.4529,2674.9628382103,0.698,2.0,Continental,5.0,7.0,5.71323013305664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435789.0,444103.0,35.5,,4.43092394,118.44307709,70.973,12175844.0,0.0,,,,,,,,,,,68.0,3579704408.2326074,,4618882943.251559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,ALB,0,0,0,0,0,0,0,0,0.0,ALB,,,,0.792,2.0,Continental,5.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,362.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,AND,0,0,0,0,0,0,0,0,0.0,AND,,,,0.871,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1996.0,,,,,5.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,ARG,0,0,0,0,0,0,0,0,0.0,ARG,43024071.0,526319673731.638,12233.1444119186,0.846,3.0,Temperate,12.0,4.0,5.36144018173218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2736690.0,2780400.0,64.7,,9.79773045,1291.32458496,76.268,19177885.0,4989.0,595.0,14.9,50.0,260.0,130.0,20.0,25.0,,,0.878,105.6,55558040627.36457,4621086735.363781,28218314471.80976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,ARM,0,0,0,0,0,0,0,0,0.0,ARM,3013800.0,11609513246.7958,3852.11800610384,0.764,2.0,Continental,5.0,7.0,2.24724006652832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28470.0,29740.0,54.6228,,10.17827892,404.33874512,74.8731707317073,1485574.0,0.0,1792.0,,90.0,,,,,,,3.943,49.1,1218596110.042656,457763107.3211584,260893633.2109081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,ASA,0,0,0,0,0,0,0,0,0.0,ASM,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,AUS,1,2,1,4,6,5,5,16,3.0,AUS,23475686.0,1474677007565.64,62817.2061751737,0.931,3.0,Temperate,12.0,4.0,,0.1703890570013587,0.0027124583752771,0.6367682110607555,4.296455424274973,0.0425972642503396,0.0006781145938192,0.1591920527651888,1.074113856068743,7682300.0,7741220.0,84.0,,9.82833862,6098.25439453,82.3,12332149.0,25760.0,330.0,21.7,,310.0,43.0,12.0,15.0,1672.0,1.525,1.772,56.8,143160705314.1064,26131276574.063137,,0.1703890570013587,0.0027124583752771,0.6367682110607555,4.296455424274973,0.000520677401299,0.15527950310559,1.2121212121212122,0.184331797235023,1.2903225806451613,0.0,47619.04761904762,0.0,0.0930232558139534,0.2666666666666666,0.3333333333333333,0.4069863844394079,0.048602673147023,0.2392344497607655,2.6229508196721314,2.2573363431151243,70.42253521126761,0.0,43.0,4.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0
2022,AUT,7,7,4,18,64,81,87,232,15.666666666666666,AUT,8546356.0,438556021078.034,51314.9722616322,0.909,2.0,Continental,5.0,7.0,5.4976601600647,2.1061608011648474,0.0410437871899544,3.507748169135903,19.8019801980198,0.8190625337863295,0.0159614727960933,1.3641242879972957,7.7007700770077,82520.0,83879.0,80.9958,,10.51159096,5418.47558594,81.490243902439,4407077.0,0.0,910.0,6.5,130.0,200.0,22.0,400.0,5.0,1510.2,1.313,0.755,22.5,46308221334.75184,3311097959.139157,24110319650.37202,2.1061608011648474,0.0410437871899544,3.507748169135903,19.8019801980198,0.2181289384391662,0.0,1.978021978021978,2.769230769230769,9.0,13.846153846153843,222233.745453468,0.0,0.8181818181818182,3.6,0.045,1.7123953993734933,0.2208853371644069,1.1918951132300355,13.70906321401371,23.841059602649008,800.0,3.274120166748933,101.0,22.0,14.0,7.0,5.0,28.0,15.0,8.0,5.0
2022,AZE,0,0,0,0,0,0,0,0,0.0,AZE,9535079.0,75239785452.1022,7890.84028062087,0.745,2.0,Continental,5.0,7.0,2.63303995132446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82663.0,86600.0,75.0,,3.58703041,280.22314453,71.93,4602987.0,0.0,,,,,,,,,,4.555,82.0,2671949820.721968,3427172227.3432555,1981093610.24466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,BEL,1,0,1,2,1,2,3,6,0.3333333333333333,BEL,11209057.0,537987419164.351,47995.7786961339,0.921,3.0,Temperate,12.0,4.0,6.55865001678467,0.1784271415516934,0.0037175590520435,0.4167033131522255,2.1715526601520088,0.0892135707758467,0.0018587795260217,0.2083516565761127,1.0857763300760044,30333.0,30528.0,85.0012,,10.62032604,5110.17333984,81.2878048780488,4984459.0,66.0,181.0,10.5,,170.0,11.0,,6.0,1587.9,1.495,0.966,37.6,57280224246.146935,5196958469.127631,35284711957.32212,0.1784271415516934,0.0037175590520435,0.4167033131522255,2.1715526601520088,0.0659347904922032,30.3030303030303,1.1049723756906078,0.1904761904761904,1.1764705882352942,0.0,23529.07958946462,0.0,0.1818181818181818,0.3333333333333333,0.0,0.1883181356643171,0.0246039366298607,0.1259525159015051,1.3377926421404682,2.070393374741201,53.191489361702125,0.3049408025861525,19.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0
2022,BIH,0,0,0,0,0,0,0,0,0.0,BIH,,,,0.756,2.0,Continental,5.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,5.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,BLR,0,2,0,2,8,5,5,18,4.0,BLR,9448515.0,78813069120.9984,8341.31809294883,0.812,2.0,Continental,5.0,7.0,4.81832981109619,0.2116734746147939,0.025376501921648,2.397702590542208,2.463054187192118,0.0,0.0,0.0,0.0,202973.0,207600.0,59.0163,,5.38792181,448.27426147,72.9707317073171,5098253.0,,,,,,,,,,,1.042,158.0,4235526083.613217,821232180.2408034,3797473604.496912,0.2116734746147939,0.025376501921648,2.397702590542208,2.463054187192118,0.0098535273164411,0.0,0.0,0.0,0.0,0.0,33888.94254638125,0.0,0.0,0.0,0.0,0.3712006355192448,0.0274082492145196,0.0,0.0,1.919385796545105,12.658227848101266,0.4150815901796875,26.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0
2022,BOL,0,0,0,0,0,0,0,0,0.0,BOL,,,,0.568,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1192.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,BRA,0,0,0,0,0,0,0,0,0.0,BRA,200085127.0,2456043766032.38,12274.9941630213,0.754,4.0,Mediterranean/Subtropical,18.0,2.0,5.94848012924194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8358140.0,8515770.0,54.551,,8.39644146,1030.66271973,74.823,98900006.0,7491.0,320.0,25.0,,250.0,2400.0,,40.0,,2.023,1.33,729.5,206220281171.34244,32665382088.230656,146097275387.9215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,BUL,0,0,0,0,1,2,3,6,0.0,BGR,7073572.0,57080897012.1077,8069.60005667684,0.807,2.0,Continental,5.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108560.0,111000.0,55.4904,,7.68306208,616.16296387,74.4658536585366,3290417.0,354.0,472.0,10.9,70.0,,,35.0,,,1.683,1.31,47.3,4358473088.667844,747759750.8586109,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,CAN,4,8,14,26,73,64,62,199,26.666666666666668,CAN,35434066.0,1805749878439.94,50960.8431174661,0.925,1.0,Arctic/Subarctic,-5.0,10.0,4.84358978271484,0.7337571702891788,0.0143984503670366,5.101956406033022,28.108108108108105,0.1128857185060275,0.0022151462103133,0.7849163701589265,4.324324324324324,8965590.0,15640500.0,87.12,,10.28115654,5209.93164063,81.7843902439025,19594831.0,202080.0,487.0,-5.4,230.0,220.0,100.0,280.0,15.0,1709.0,1.35,0.99,70.2,184609061609.5717,17876923796.555405,87463116613.50258,0.7337571702891788,0.0143984503670366,5.101956406033022,28.108108108108105,0.0028999764655756,0.1286619160728424,5.338809034907597,-4.814814814814815,11.818181818181817,11.304347826086955,298438.93480257114,0.0,0.26,1.7333333333333334,0.0928571428571428,2.5288983684709074,0.3179090768111272,1.521357519016969,19.25925925925926,26.262626262626263,370.3703703703704,5.367919490784572,215.0,60.0,33.0,8.0,26.0,68.0,33.0,8.0,27.0
2022,CHI,0,0,0,0,0,0,0,0,0.0,CHL,,259560978224.359,14529.6767206336,0.841,3.0,Temperate,12.0,4.0,4.75167989730835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741682.76,756096.0,61.11,,7.84150171,,79.714,8855370.0,6435.0,1871.0,8.9,150.0,280.0,60.0,18.0,,,,1.967,109.4,,5105564441.6731415,12333506823.54377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,CHN,9,4,2,15,13,28,21,62,9.666666666666666,CHN,1371860000.0,10674533168257.4,7781.06597484974,0.725,2.0,Continental,5.0,7.0,,0.0109340603268555,0.0014052136766603,19.27756434463296,20.6896551724138,0.0065604361961133,0.0008431282059962,11.56653860677977,12.413793103448276,9388211.0,9562911.0,47.9,,4.69880247,362.28695679,76.714,780370287.0,14500.0,1840.0,6.0,30.0,220.0,2956.0,700.0,80.0,,1.888,1.738,2993.0,497006984541.9294,185523386464.31363,,0.0109340603268555,0.0014052136766603,19.27756434463296,20.6896551724138,0.0015977484954268,1.0344827586206895,0.8152173913043479,2.5,6.8181818181818175,50.0,313152.4008350731,0.0,0.0050744248985115,0.1875,0.0214285714285714,3.1923027400638952,0.1955314544933128,0.0,7.944915254237289,8.63060989643268,5.011693952555964,0.0,180.0,17.0,12.0,6.0,6.0,26.0,14.0,6.0,6.0
2022,COL,0,0,0,0,0,0,0,0,0.0,COL,44777319.0,286498534094.963,6398.2958447102,0.726,4.0,Mediterranean/Subtropical,18.0,2.0,4.83382987976074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1109500.0,1141750.0,36.5,,7.07130194,452.44281006,74.876,21788403.0,,,,,,,,,2454.0,2.764,3.637,441.8,20259176035.31303,10419951685.033804,13848851746.158834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,CRO,0,0,0,0,4,6,1,11,1.3333333333333333,HRV,4201598.0,59606934500.9957,14186.7295493276,0.841,2.0,Continental,5.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55964.0,,68.5679,,6.56612396,915.2689209,77.7243902439024,1870242.0,5835.0,331.0,12.5,,,,,,,1.501,1.808,19.6,3845592067.5155983,1077693375.778002,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,CYP,0,0,0,0,0,0,0,0,0.0,CYP,1201801.0,23225918259.9824,26993.103515625,0.865,3.0,Temperate,12.0,4.0,6.42111015319824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9240.0,9251.0,69.3287,,6.93137264,1869.46398926,81.337,651925.0,,,,,,,,,,,1.543,12.8,2246723691.756657,358375918.7515284,1491361795.565254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
