Year,Country,Gold,Silver,Bronze,Total,Historical_Gold,Historical_Silver,Historical_Bronze,Historical_Total,Recent_3_Olympics_Avg,WB_Code,Population,GDP,GDP_per_capita,HDI,Climate_Zone,Climate_Description,Avg_Temp_C,Winter_Sports_Index,Education_Spending_pct_GDP,Medals_per_million_pop,Medals_per_billion_GDP,Medals_per_10K_GDPpc,Medals_per_HDI,Gold_per_million_pop,Gold_per_billion_GDP,Gold_per_10K_GDPpc,Gold_per_HDI,Land_Area_SqKm,Surface_Area_SqKm,Internet_Users_Pct,Vehicles_Per_1000,Healthcare_Spending_Pct_GDP,Healthcare_Spending_Per_Capita_USD,Life_Expectancy_Years,Labor_Force_Total,Coastline_Length_Km,Average_Elevation_Meters,Avg_Temperature_C,Avg_Snowfall_Cm_Per_Year,Sunshine_Days_Per_Year,Number_of_Universities,Number_of_Ski_Resorts,Professional_Sports_Stadiums,Avg_Work_Hours_Per_Year,Global_Peace_Index_Score,Military_Expenditure_Pct_GDP,Active_Military_Personnel_Thousands,Healthcare_Spending_USD,Military_Expenditure_USD,Education_Spending_USD,Medals_Per_Million,Medals_Per_Billion_GDP,Medals_Per_GDP_Per_Capita,Medals_Per_HDI,Medals_Per_1000_SqKm,Medals_Per_1000_Km_Coastline,Medals_Per_100m_Elevation,Medals_Per_Degree_Temp,Medals_Per_100_Sunshine_Days,Medals_Per_100_Cm_Snowfall,Medals_Per_Million_Internet_Users,Medals_Per_1000_Vehicles,Medals_Per_University,Medals_Per_Stadium,Medals_Per_Ski_Resort,Medals_Per_Pct_Healthcare_Spending,Medals_Per_Year_Life_Expectancy,Medals_Per_100_Work_Hours,Medals_Per_Peace_Index_Point,Medals_Per_Pct_Military_Spending,Medals_Per_1000_Military_Personnel,Medals_Per_Pct_Education_Spending,Total_Athletes,Individual_Medalists,Total_Medals_Awarded
2024,BEL,3,1,6,10,47,60,66,173,5.333333333333333,BEL,11858610.0,671370081636.406,56614.5679499036,,3.0,Temperate,12.0,4.0,,0.8432691521181656,0.0148949145538714,1.76632982677686,,0.2529807456354497,0.0044684743661614,0.529898948033058,,,,95.7758,,,,,5432908.0,66.0,181.0,10.5,,170.0,11.0,,6.0,,1.495,,,,,,0.8432691521181656,0.0148949145538714,1.76632982677686,,,151.51515151515153,5.524861878453039,0.9523809523809524,5.88235294117647,,0.8804616115116403,,0.9090909090909092,1.6666666666666667,,,,,6.68896321070234,,,,177,8,9
1972,BEN,0,0,0,0,0,0,0,0,0.0,BEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0
1980,BEN,0,0,0,0,0,0,0,0,0.0,BEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,0
1984,BEN,0,0,0,0,0,0,0,0,0.0,BEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0
1988,BEN,0,0,0,0,0,0,0,0,0.0,BEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0
1992,BEN,0,0,0,0,0,0,0,0,0.0,BEN,,,,0.369,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,6,0,0
1996,BEN,0,0,0,0,0,0,0,0,0.0,BEN,,,,0.391,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,5,0,0
2000,BEN,0,0,0,0,0,0,0,0,0.0,BEN,,,,0.416,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,4,0,0
2004,BEN,0,0,0,0,0,0,0,0,0.0,BEN,,,,0.45,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,4,0,0
2008,BEN,0,0,0,0,0,0,0,0,0.0,BEN,,,,0.48,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,5,0,0
2012,BEN,0,0,0,0,0,0,0,0,0.0,BEN,,,,0.509,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,5,0,0
2016,BEN,0,0,0,0,0,0,0,0,0.0,BEN,,,,0.53,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,6,0,0
2020,BEN,0,0,0,0,0,0,0,0,0.0,BEN,,,,0.524,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,7,0,0
2024,BEN,0,0,0,0,0,0,0,0,0.0,BEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0
1960,BER,0,0,0,0,0,0,0,0,0.0,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0
1964,BER,0,0,0,0,0,0,0,0,0.0,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0
1968,BER,0,0,0,0,0,0,0,0,0.0,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0
1972,BER,0,0,0,0,0,0,0,0,0.0,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0
1976,BER,0,0,1,1,0,0,0,0,0.0,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1,1
1984,BER,0,0,0,0,0,0,1,1,0.3333333333333333,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,0
1988,BER,0,0,0,0,0,0,1,1,0.3333333333333333,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,0
1992,BER,0,0,0,0,0,0,1,1,0.3333333333333333,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0
1996,BER,0,0,0,0,0,0,1,1,0.0,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0
2000,BER,0,0,0,0,0,0,1,1,0.0,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0
2004,BER,0,0,0,0,0,0,1,1,0.0,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0
2008,BER,0,0,0,0,0,0,1,1,0.0,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0
2012,BER,0,0,0,0,0,0,1,1,0.0,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0
2016,BER,0,0,0,0,0,0,1,1,0.0,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0
2020,BER,1,0,0,1,0,0,1,1,0.0,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1
2024,BER,0,0,0,0,1,0,1,2,0.3333333333333333,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0
1984,BHU,0,0,0,0,0,0,0,0,0.0,BTN,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3280.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,6,0,0
1988,BHU,0,0,0,0,0,0,0,0,0.0,BTN,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3280.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,3,0,0
1992,BHU,0,0,0,0,0,0,0,0,0.0,BTN,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3280.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,6,0,0
1996,BHU,0,0,0,0,0,0,0,0,0.0,BTN,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3280.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,2,0,0
2000,BHU,0,0,0,0,0,0,0,0,0.0,BTN,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3280.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,2,0,0
2004,BHU,0,0,0,0,0,0,0,0,0.0,BTN,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3280.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,2,0,0
2008,BHU,0,0,0,0,0,0,0,0,0.0,BTN,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3280.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,2,0,0
2012,BHU,0,0,0,0,0,0,0,0,0.0,BTN,,,,0.598,,,,,,,,,0.0,,,,0.0,,,,,,,,,0.0,3280.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,2,0,0
2016,BHU,0,0,0,0,0,0,0,0,0.0,BTN,,,,0.638,,,,,,,,,0.0,,,,0.0,,,,,,,,,0.0,3280.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,2,0,0
2020,BHU,0,0,0,0,0,0,0,0,0.0,BTN,,,,0.668,,,,,,,,,0.0,,,,0.0,,,,,,,,,0.0,3280.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,4,0,0
2024,BHU,0,0,0,0,0,0,0,0,0.0,BTN,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3280.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,3,0,0
1992,BIH,0,0,0,0,0,0,0,0,0.0,BIH,,,,,2.0,Continental,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,10,0,0
1996,BIH,0,0,0,0,0,0,0,0,0.0,BIH,,,,,2.0,Continental,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,9,0,0
2000,BIH,0,0,0,0,0,0,0,0,0.0,BIH,,,,0.667,2.0,Continental,5.0,7.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,9,0,0
2004,BIH,0,0,0,0,0,0,0,0,0.0,BIH,,,,0.69,2.0,Continental,5.0,7.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,9,0,0
2008,BIH,0,0,0,0,0,0,0,0,0.0,BIH,,,,0.718,2.0,Continental,5.0,7.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,5,0,0
2012,BIH,0,0,0,0,0,0,0,0,0.0,BIH,,,,0.745,2.0,Continental,5.0,7.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,6,0,0
2016,BIH,0,0,0,0,0,0,0,0,0.0,BIH,,,,0.77,2.0,Continental,5.0,7.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,11,0,0
2020,BIH,0,0,0,0,0,0,0,0,0.0,BIH,,,,0.781,2.0,Continental,5.0,7.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,8,0,0
2024,BIH,0,0,0,0,0,0,0,0,0.0,BIH,,,,,2.0,Continental,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,5,0,0
1968,BIZ,0,0,0,0,0,0,0,0,0.0,BLZ,,,,,5.0,Tropical,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0
1972,BIZ,0,0,0,0,0,0,0,0,0.0,BLZ,,,,,5.0,Tropical,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
1976,BIZ,0,0,0,0,0,0,0,0,0.0,BLZ,,,,,5.0,Tropical,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0
1984,BIZ,0,0,0,0,0,0,0,0,0.0,BLZ,,,,,5.0,Tropical,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,0
1988,BIZ,0,0,0,0,0,0,0,0,0.0,BLZ,,,,,5.0,Tropical,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0
1992,BIZ,0,0,0,0,0,0,0,0,0.0,BLZ,,,,0.608,5.0,Tropical,26.0,0.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,10,0,0
1996,BIZ,0,0,0,0,0,0,0,0,0.0,BLZ,,,,0.623,5.0,Tropical,26.0,0.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,5,0,0
2000,BIZ,0,0,0,0,0,0,0,0,0.0,BLZ,,,,0.64,5.0,Tropical,26.0,0.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2,0,0
2004,BIZ,0,0,0,0,0,0,0,0,0.0,BLZ,,,,0.667,5.0,Tropical,26.0,0.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2,0,0
2008,BIZ,0,0,0,0,0,0,0,0,0.0,BLZ,,,,0.693,5.0,Tropical,26.0,0.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,4,0,0
2012,BIZ,0,0,0,0,0,0,0,0,0.0,BLZ,,,,0.713,5.0,Tropical,26.0,0.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,3,0,0
2016,BIZ,0,0,0,0,0,0,0,0,0.0,BLZ,,,,0.712,5.0,Tropical,26.0,0.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,3,0,0
2020,BIZ,0,0,0,0,0,0,0,0,0.0,BLZ,,,,0.69,5.0,Tropical,26.0,0.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,4,0,0
2024,BIZ,0,0,0,0,0,0,0,0,0.0,BLZ,,,,,5.0,Tropical,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
1996,BLR,1,6,8,15,0,0,0,0,0.0,BLR,10159569.0,14500437519.8258,1427.26896385327,0.686,2.0,Continental,5.0,7.0,,1.4764405852256135,1.0344515453062135,105.09581851695104,21.865889212827987,0.0984293723483742,0.0689634363537475,7.0063879011300685,1.4577259475218658,202854.0,207600.0,0.0293,,,,68.5121951219512,4745323.0,,,,,,,,,,,,,,,,1.4764405852256135,1.0344515453062135,105.09581851695104,21.865889212827987,0.0739448075956106,,,,,,5039.046365957725,,,,,,0.2189391242435031,,,,,,157,20,23
2000,BLR,3,3,11,17,1,6,8,15,15.0,BLR,9979610.0,12736856827.9847,1276.2880341,0.712,2.0,Continental,5.0,7.0,6.19661998748779,1.7034733822263597,1.3347092009897266,133.19877289289084,23.876404494382022,0.3006129498046517,0.2355369178217164,23.505665804627792,4.213483146067416,202848.0,207600.0,1.8604,,5.28088045,57.02944183,68.9121951219512,4815953.0,,,,,,,,,,,1.347,91.1,569131587.9810864,171565461.4729539,789254615.9806032,1.7034733822263597,1.3347092009897266,133.19877289289084,23.876404494382022,0.0838065941000157,,,,,,91.56489906613412,,,,,3.219160168641954,0.246690734055355,,,12.620638455827766,186.6081229418222,2.743431101846876,139,21,22
2004,BLR,2,5,6,13,4,9,19,32,16.0,BLR,9730146.0,23141566292.9462,2378.33700470129,0.742,2.0,Continental,5.0,7.0,5.7122597694397,1.3360539502696054,0.5617597285954901,54.66004176154485,17.52021563342318,0.2055467615799393,0.0864245736300754,8.409237194083824,2.6954177897574123,202815.0,207600.0,,,5.73650646,140.99655151,68.9560975609756,4948132.0,,,,,,,,,,,1.358,182.0,1371917031.6888204,314262470.25820947,1321906381.3701842,1.3360539502696054,0.5617597285954901,54.66004176154485,17.52021563342318,0.0640978231393141,,,,,,,,,,,2.266187633649069,0.1885257498585172,,,9.572901325478645,71.42857142857143,2.2758068653581445,151,15,15
2008,BLR,4,5,9,18,6,14,25,45,15.0,BLR,9527985.0,60752106347.126,6376.17569162063,0.783,2.0,Continental,5.0,7.0,,1.889171739879943,0.2962860233545059,28.230087862313827,22.988505747126435,0.4198159421955429,0.0658413385232235,6.273352858291962,5.108556832694764,202902.0,207600.0,23.0,,5.29448891,348.92633057,70.4560975609756,5018075.0,,,,,,,,,,,1.453,183.0,3324564843.776001,882728105.2237408,,1.889171739879943,0.2962860233545059,28.230087862313827,22.988505747126435,0.0887127775970665,,,,,,8.213790173391057,,,,,3.399761583408435,0.2554782428081836,,,12.388162422573984,98.36065573770492,,177,27,29
2012,BLR,2,5,5,12,10,19,34,63,16.0,BLR,9446836.0,65685890438.8922,6953.21591683101,0.806,2.0,Continental,5.0,7.0,4.95964002609253,1.270266573908979,0.1826876353478627,17.25820130359062,14.888337468982629,0.2117110956514964,0.0304479392246437,2.87636688393177,2.481389578163772,202899.0,207600.0,46.91,,5.24538946,364.09957886,71.9658536585366,5096141.0,,,,,,,,,,,1.229,158.0,3439589009.1594872,807279593.4939852,3257783713.702584,1.270266573908979,0.1826876353478627,17.25820130359062,14.888337468982629,0.0591427261839634,,,,,,2.7078801405009134,,,,,2.2877233600114795,0.1667457466278044,,,9.764035801464605,75.9493670886076,2.4195304370616277,160,21,23
2016,BLR,1,4,4,9,12,24,39,75,14.333333333333334,BLR,9469379.0,47723545321.259,5039.77560949445,0.813,2.0,Continental,5.0,7.0,4.94654989242554,0.9504319132226094,0.1885861567789023,17.85793792692847,11.070110701107012,0.1056035459136232,0.020954017419878,1.984215325214275,1.2300123001230012,202988.0,207600.0,71.113,,5.91054153,296.94720459,73.8268292682927,5092675.0,,,,,,,,,,,1.523,155.4,2811905623.2532496,726829595.2427746,2360668979.750391,0.9504319132226094,0.1885861567789023,17.85793792692847,11.070110701107012,0.0443375963111119,,,,,,1.3365093769389695,,,,,1.522703115157707,0.1219069014503286,,,5.909389363099147,57.91505791505791,1.819449959209216,120,12,12
2020,BLR,1,3,3,7,13,28,43,84,13.0,BLR,9379952.0,61371673344.7424,6542.85579976768,0.807,2.0,Continental,5.0,7.0,4.86263990402222,0.7462724755947578,0.114059135404032,10.698692152513209,8.674101610904584,0.1066103536563939,0.016294162200576,1.5283845932161726,1.2391573729863692,202980.0,207610.0,85.0879,,6.40607214,420.43655396,72.1385609756098,4982156.0,,,,,,,,,,,1.403,158.0,3943674695.1902094,861044577.0267359,2984283477.8276124,0.7462724755947578,0.114059135404032,10.698692152513209,8.674101610904584,0.0344861562715538,,,,,,0.8770606344671308,,,,,1.09271326438731,0.0970354815140644,,,4.989308624376337,44.30379746835443,1.4395472702409702,137,10,10
1964,BOL,0,0,0,0,0,0,0,0,0.0,BOL,,,,,4.0,Mediterranean/Subtropical,18.0,2.0,,,,,,,,,,,,,,,,,,0.0,1192.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,1,0,0
1968,BOL,0,0,0,0,0,0,0,0,0.0,BOL,,,,,4.0,Mediterranean/Subtropical,18.0,2.0,,,,,,,,,,,,,,,,,,0.0,1192.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,4,0,0
1972,BOL,0,0,0,0,0,0,0,0,0.0,BOL,,,,,4.0,Mediterranean/Subtropical,18.0,2.0,,,,,,,,,,,,,,,,,,0.0,1192.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,11,0,0
1976,BOL,0,0,0,0,0,0,0,0,0.0,BOL,,,,,4.0,Mediterranean/Subtropical,18.0,2.0,,,,,,,,,,,,,,,,,,0.0,1192.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,4,0,0
1984,BOL,0,0,0,0,0,0,0,0,0.0,BOL,,,,,4.0,Mediterranean/Subtropical,18.0,2.0,,,,,,,,,,,,,,,,,,0.0,1192.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,11,0,0
1988,BOL,0,0,0,0,0,0,0,0,0.0,BOL,,,,,4.0,Mediterranean/Subtropical,18.0,2.0,,,,,,,,,,,,,,,,,,0.0,1192.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,7,0,0
1992,BOL,0,0,0,0,0,0,0,0,0.0,BOL,,,,0.568,4.0,Mediterranean/Subtropical,18.0,2.0,,,,,0.0,,,,0.0,,,,,,,,,0.0,1192.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,13,0,0
1996,BOL,0,0,0,0,0,0,0,0,0.0,BOL,,,,0.609,4.0,Mediterranean/Subtropical,18.0,2.0,,,,,0.0,,,,0.0,,,,,,,,,0.0,1192.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,8,0,0
2000,BOL,0,0,0,0,0,0,0,0,0.0,BOL,,,,0.632,4.0,Mediterranean/Subtropical,18.0,2.0,,,,,0.0,,,,0.0,,,,,,,,,0.0,1192.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,5,0,0
2004,BOL,0,0,0,0,0,0,0,0,0.0,BOL,,,,0.626,4.0,Mediterranean/Subtropical,18.0,2.0,,,,,0.0,,,,0.0,,,,,,,,,0.0,1192.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,7,0,0
2008,BOL,0,0,0,0,0,0,0,0,0.0,BOL,,,,0.652,4.0,Mediterranean/Subtropical,18.0,2.0,,,,,0.0,,,,0.0,,,,,,,,,0.0,1192.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,7,0,0
2012,BOL,0,0,0,0,0,0,0,0,0.0,BOL,,,,0.674,4.0,Mediterranean/Subtropical,18.0,2.0,,,,,0.0,,,,0.0,,,,,,,,,0.0,1192.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,5,0,0
2016,BOL,0,0,0,0,0,0,0,0,0.0,BOL,,,,0.701,4.0,Mediterranean/Subtropical,18.0,2.0,,,,,0.0,,,,0.0,,,,,,,,,0.0,1192.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,12,0,0
2020,BOL,0,0,0,0,0,0,0,0,0.0,BOL,,,,0.694,4.0,Mediterranean/Subtropical,18.0,2.0,,,,,0.0,,,,0.0,,,,,,,,,0.0,1192.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,5,0,0
2024,BOL,0,0,0,0,0,0,0,0,0.0,BOL,,,,,4.0,Mediterranean/Subtropical,18.0,2.0,,,,,,,,,,,,,,,,,,0.0,1192.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,4,0,0
1980,BOT,0,0,0,0,0,0,0,0,0.0,BWA,937485.0,1060889703.75374,1131.63379014463,,5.0,Tropical,26.0,0.0,5.46931982040405,0.0,0.0,0.0,,0.0,0.0,0.0,,566730.0,581730.0,,,,,62.527,,,,,,,,,,,,,,,,58023450.84002911,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.0,,,,,0.0,7,0,0
1984,BOT,0,0,0,0,0,0,0,0,0.0,BWA,1083660.0,1240822167.43571,1145.02903810762,,5.0,Tropical,26.0,0.0,5.55166006088257,0.0,0.0,0.0,,0.0,0.0,0.0,,566730.0,581730.0,,,,,63.706,,,,,,,,,,,,,,,,68886228.69610576,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.0,,,,,0.0,7,0,0
1988,BOT,0,0,0,0,0,0,0,0,0.0,BWA,1235476.0,2644554158.72794,2140.51439180359,,5.0,Tropical,26.0,0.0,6.15111017227173,0.0,0.0,0.0,,0.0,0.0,0.0,,566730.0,581730.0,,,,,61.696,,,,,,,,,,,,,,,,162669439.8687494,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.0,,,,,0.0,8,0,0
1992,BOT,0,0,0,0,0,0,0,0,0.0,BWA,1380033.0,4146464586.61674,3004.61263362306,0.586,5.0,Tropical,26.0,0.0,6.84061002731323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566730.0,581730.0,,,,,58.19,478227.0,,,,,,,,,,,,,,,283643472.29109675,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,0.0,6,0,0
1996,BOT,0,0,0,0,0,0,0,0,0.0,BWA,1535914.0,4847757217.75815,3156.26865681161,0.583,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566730.0,581730.0,0.157,,,,54.284,547728.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,,,,,,7,0,0
2000,BOT,0,0,0,0,0,0,0,0,0.0,BWA,1677382.0,5788329609.15755,3450.81180622992,0.585,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566730.0,581730.0,2.90267,,6.10838556,206.93144226,52.263,605662.0,,,,,,,,,,,3.191,10.0,347103076.48096335,184705597.82821745,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,,7,0,0
