Year,Country,Gold,Silver,Bronze,Total,Historical_Gold,Historical_Silver,Historical_Bronze,Historical_Total,Recent_3_Olympics_Avg,WB_Code,Population,GDP,GDP_per_capita,HDI,Climate_Zone,Climate_Description,Avg_Temp_C,Winter_Sports_Index,Education_Spending_pct_GDP,Medals_per_million_pop,Medals_per_billion_GDP,Medals_per_10K_GDPpc,Medals_per_HDI,Gold_per_million_pop,Gold_per_billion_GDP,Gold_per_10K_GDPpc,Gold_per_HDI
2024,KAZ,1,3,3,7,19,22,37,78,13.0,KAZ,20592571.0,291480274648.826,14154.6324958076,,2.0,Continental,5.0,7.0,,0.33992841398968593,0.024015347208086606,4.945377424721765,,0.04856120199852656,0.003430763886869515,0.7064824892459663,
1960,KEN,0,0,0,0,0,0,0,0,0.0,KEN,7695307.0,791265459.493816,102.824417465582,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1964,KEN,0,0,1,1,0,0,0,0,0.0,KEN,8973535.0,998759334.496266,111.300544823892,,5.0,Tropical,26.0,0.0,,0.11143880310267916,1.0012422066666937,89.84681985000832,,0.0,0.0,0.0,
1968,KEN,3,4,2,9,0,0,1,1,0.3333333333333333,KEN,10518823.0,1353295458.68182,128.654646882243,,5.0,Tropical,26.0,0.0,,0.8556090353454945,6.650432425722072,699.5472155963134,,0.2852030117818315,2.2168108085740243,233.18240519877114,
1972,KEN,2,3,4,9,3,4,3,10,3.333333333333333,KEN,12206060.0,2107279157.08834,172.642044778441,,5.0,Tropical,26.0,0.0,4.47633981704712,0.7373386662035087,4.270910178049423,521.3098588788199,,0.16385303693411304,0.9490911506776496,115.84663530640444,
1984,KEN,1,0,2,3,5,7,7,19,6.333333333333333,KEN,18514906.0,6191437070.18411,334.40283575753,,5.0,Tropical,26.0,0.0,4.58095979690552,0.16203160847805545,0.48454017475958805,89.71215788897348,,0.05401053615935182,0.16151339158652933,29.90405262965783,
1988,KEN,5,2,2,9,6,7,9,22,7.0,KEN,21356219.0,8355380879.12955,391.238771204282,,5.0,Tropical,26.0,0.0,6.60055017471313,0.42142291198643356,1.0771501778549208,230.03855094158666,,0.23412383999246308,0.5984167654749561,127.79919496754815,
1992,KEN,2,4,2,8,11,9,11,31,7.0,KEN,24382460.0,8209120763.04955,336.68139978696,0.484,5.0,Tropical,26.0,0.0,6.07590007781982,0.3281047113375763,0.9745258025694015,237.61336400116295,16.528925619834713,0.08202617783439407,0.24363145064235037,59.40334100029074,4.132231404958678
1996,KEN,1,4,3,8,13,13,13,39,6.666666666666667,KEN,27344211.0,12045865396.1323,440.527078880876,0.491,5.0,Tropical,26.0,0.0,,0.29256649606748575,0.6641282910706149,181.60064122104285,16.293279022403258,0.03657081200843572,0.08301603638382686,22.700080152630356,2.0366598778004072
2000,KEN,2,3,2,7,14,17,16,47,8.333333333333334,KEN,30642890.0,12705350097.8044,414.626365130846,0.5,5.0,Tropical,26.0,0.0,5.1867299079895,0.22843798349307132,0.5509490054280097,168.8266976893997,14.0,0.06526799528373466,0.15741400155085994,48.23619933982849,4.0
2004,KEN,1,4,2,7,16,20,18,54,7.666666666666667,KEN,34713455.0,16095337093.8366,463.662781300121,0.526,5.0,Tropical,26.0,0.0,6.79692983627319,0.2016509160496989,0.434908567567716,150.97178989376374,13.307984790874524,0.028807273721385553,0.062129795366816565,21.567398556251966,1.9011406844106462
2008,KEN,6,4,5,15,17,24,20,61,7.333333333333333,KEN,39206351.0,35895153327.8497,915.54435473604,0.553,5.0,Tropical,26.0,0.0,,0.38259107561425443,0.4178837143554437,163.83695582203268,27.124773960216995,0.15303643024570177,0.1671534857421775,65.53478232881308,10.849909584086799
2012,KEN,2,4,5,11,23,28,25,76,9.666666666666666,KEN,43888303.0,56396704671.5777,1285.00536171512,0.565,5.0,Tropical,26.0,0.0,4.93121004104614,0.2506362572278085,0.1950468571534053,85.60275565946355,19.469026548672566,0.04557022858687427,0.03546306493698278,15.564137392629737,3.5398230088495577
2016,KEN,6,6,1,13,25,32,30,87,11.0,KEN,48139687.0,74815144163.8931,1554.12610314423,0.594,5.0,Tropical,26.0,0.0,4.89518022537231,0.270047455854875,0.1737616113058831,83.6482958088089,21.885521885521886,0.12463728731763461,0.08019766675656143,38.6069057579118,10.101010101010102
2020,KEN,4,4,2,10,31,38,31,100,13.0,KEN,52217334.0,100657505750.545,1927.66459027849,0.6,5.0,Tropical,26.0,0.0,5.04574892454155,0.19150728759917157,0.09934678914836767,51.87624470787886,16.666666666666668,0.07660291503966862,0.039738715659347064,20.750497883151546,6.666666666666667
2024,KEN,4,2,5,11,35,42,33,110,11.333333333333334,KEN,56432944.0,120339557905.932,2132.43452097647,,5.0,Tropical,26.0,0.0,4.02242346098974,0.19492160465702446,0.09140801405136097,51.58423338111668,,0.07088058351164525,0.03323927783685854,18.757903047678795,
1996,KGZ,0,0,0,0,0,0,0,0,0.0,KGZ,4628438.0,1827570586.16784,394.856879614212,0.597,2.0,Continental,5.0,7.0,4.90260982513428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,KGZ,0,0,1,1,0,0,0,0,0.0,KGZ,4898362.0,1369688498.06778,279.621738464365,0.627,2.0,Continental,5.0,7.0,3.50838994979858,0.20414987704052906,0.7300930112289767,35.76259862669583,1.594896331738437,0.0,0.0,0.0,0.0
2004,KGZ,0,0,0,0,0,0,1,1,0.5,KGZ,5104713.0,2211534585.0034,433.233873286,0.646,2.0,Continental,5.0,7.0,4.62243986129761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,KGZ,0,1,1,2,0,0,1,1,0.3333333333333333,KGZ,5318729.0,5139958909.17936,966.388569370494,0.666,2.0,Continental,5.0,7.0,5.91318988800049,0.37602968679171284,0.3891081690221756,20.69560902715148,3.003003003003003,0.0,0.0,0.0,0.0
2012,KGZ,0,0,0,0,0,1,2,3,1.0,KGZ,5652076.0,6605142884.36215,1168.62244675446,0.679,2.0,Continental,5.0,7.0,7.38423013687134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,KGZ,0,0,0,0,0,1,2,3,0.6666666666666666,KGZ,6175338.0,6813095379.1187,1103.27489428412,0.7,2.0,Continental,5.0,7.0,6.58615016937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,KGZ,0,2,1,3,0,1,2,3,0.6666666666666666,KGZ,6726596.0,8270468614.24051,1229.51766602907,0.7,2.0,Continental,5.0,7.0,5.7331600189209,0.445990810210692,0.3627363986164519,24.399812079878405,4.285714285714286,0.0,0.0,0.0,0.0
2024,KGZ,0,2,4,6,0,3,3,6,1.0,KGZ,7221868.0,17478259659.2625,2420.18542283831,,2.0,Continental,5.0,7.0,,0.830809978803268,0.343283605860629,24.79148888089495,,0.0,0.0,0.0,
2004,KIR,0,0,0,0,0,0,0,0,0.0,KIR,96085.0,104085892.133271,1083.2688987175,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
2008,KIR,0,0,0,0,0,0,0,0,0.0,KIR,104222.0,147017894.97877,1410.62246914058,0.596,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,KIR,0,0,0,0,0,0,0,0,0.0,KIR,112284.0,207001545.867109,1843.55336349889,0.608,5.0,Tropical,26.0,0.0,12.499488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,KIR,0,0,0,0,0,0,0,0,0.0,KIR,118478.0,206467818.503227,1742.66799324117,0.627,5.0,Tropical,26.0,0.0,11.646473381295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,KIR,0,0,0,0,0,0,0,0,0.0,KIR,126099.0,220898020.418627,1751.78249168214,0.632,5.0,Tropical,26.0,0.0,16.2303756141975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,KIR,0,0,0,0,0,0,0,0,0.0,KIR,134518.0,307862564.489711,2288.63471423684,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1960,KOR,0,0,0,0,0,1,5,6,2.0,KOR,25012374.0,3973069306.93069,158.844150776359,,2.0,Continental,5.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1964,KOR,0,2,1,3,0,1,5,6,1.3333333333333333,KOR,27984155.0,3476789681.58031,124.24136735879,,2.0,Continental,5.0,7.0,,0.10720352285069891,0.8628649630127773,241.46546869018758,,0.0,0.0,0.0,
1968,KOR,0,1,1,2,0,3,6,9,1.6666666666666667,KOR,30838302.0,6167109472.42856,199.982134957643,,2.0,Continental,5.0,7.0,,0.06485441383899801,0.32430103745384226,100.00893331914912,,0.0,0.0,0.0,
1972,KOR,0,1,0,1,0,4,7,11,1.6666666666666667,KOR,33505406.0,10990490569.7259,328.021411521648,,2.0,Continental,5.0,7.0,3.22075009346008,0.029845929937395772,0.09098774924156454,30.48581479364813,,0.0,0.0,0.0,
1976,KOR,1,1,4,6,0,5,7,12,2.0,KOR,35848523.0,30371074380.1653,847.205737881176,,2.0,Continental,5.0,7.0,2.75457000732422,0.16737091232461657,0.19755639609241063,70.8210500911589,,0.02789515205410276,0.03292606601540177,11.803508348526483,
1984,KOR,6,6,7,19,1,6,11,18,3.0,KOR,40405956.0,99749645088.5994,2468.68667303898,,2.0,Continental,5.0,7.0,4.00532007217407,0.4702277060342292,0.19047686819460727,76.96399955289098,,0.1484929598002829,0.06015058995619176,24.30442091143926,
1988,KOR,12,10,11,33,7,12,18,37,8.666666666666666,KOR,42031247.0,205477530605.222,4888.68509195605,,2.0,Continental,5.0,7.0,2.74737000465393,0.7851301675631941,0.16060150179340993,67.5028139044974,,0.28550187911388875,0.05840054610669452,24.5464777834536,
1992,KOR,12,5,11,28,19,22,29,70,19.33333333333333,KOR,43747962.0,366921291824.719,8387.16308258471,0.759,2.0,Continental,5.0,7.0,3.57788991928101,0.6400298144174121,0.07631064379162768,33.38435144791666,36.89064558629776,0.2742984918931766,0.03270456162498329,14.307579191964283,15.810276679841897
1996,KOR,7,15,5,27,31,27,40,98,26.666666666666668,KOR,45524681.0,631196863758.281,13864.9376534518,0.801,2.0,Continental,5.0,7.0,,0.5930848807046006,0.042775877939627636,19.47358197696483,33.70786516853932,0.1537627468493409,0.011090042428792348,5.0487064384723634,8.739076154806492
2000,KOR,8,10,10,28,38,42,45,125,29.33333333333333,KOR,47008111.0,597487173479.109,12710.2995795579,0.83,2.0,Continental,5.0,7.0,,0.5956418882690266,0.046862930691815116,22.02937847746144,33.734939759036145,0.1701833966482933,0.013389408769090033,6.294108136417554,9.63855421686747
2004,KOR,9,12,9,30,46,52,55,153,27.666666666666668,KOR,48082519.0,823251107638.814,17121.6301633201,0.859,2.0,Continental,5.0,7.0,,0.6239273778480698,0.03644088628807766,17.521696073233382,34.92433061699651,0.18717821335442097,0.010932265886423298,5.256508821970014,10.477299185098952
2008,KOR,13,10,8,31,55,64,64,183,28.33333333333333,KOR,49054708.0,1091580692542.34,22252.3125108061,0.878,2.0,Continental,5.0,7.0,,0.6319474982910916,0.028399183140368323,13.931136363892909,35.30751708428246,0.26501024121884487,0.011909334865315748,5.842089442922834,14.806378132118452
2012,KOR,13,8,7,28,68,74,72,214,29.666666666666668,KOR,50199853.0,1335343586437.67,26600.5477433903,0.901,2.0,Continental,5.0,7.0,,0.5577705576149795,0.020968386177445397,10.52609903754987,31.076581576026637,0.2589649017498119,0.009735322153813933,4.887117410291011,14.428412874583795
2016,KOR,9,3,9,21,81,82,79,242,29.666666666666668,KOR,51217803.0,1579150518945.44,30832.0628072516,0.918,2.0,Continental,5.0,7.0,4.33309984207153,0.4100136821565736,0.013298289015554923,6.811091470357561,22.875816993464053,0.17572014949567438,0.005699266720952109,2.919039201581812,9.80392156862745
2020,KOR,6,4,10,20,90,85,88,263,26.666666666666668,KOR,51836239.0,1744070276373.34,33645.7719545073,0.928,2.0,Continental,5.0,7.0,4.8017201423645,0.3858304611953039,0.01146742781580365,5.94428328975247,21.551724137931032,0.11574913835859119,0.003440228344741095,1.7832849869257408,6.46551724137931
2024,KOR,13,9,10,32,96,89,98,283,23.0,KOR,51751065.0,1875388209406.8,36238.639908315,,2.0,Continental,5.0,7.0,,0.618344762566722,0.017063133829833477,8.830353479314095,,0.2512025597927308,0.00693189811836985,3.587331100971351,
2016,KOS,1,0,0,1,0,0,0,0,0.0,XKX,1777568.0,6682677289.98994,3759.44959067104,,,,,,,0.5625663828331743,0.14964062405017098,2.6599638481161434,,0.5625663828331743,0.14964062405017098,2.6599638481161434,
2020,KOS,2,0,0,2,1,0,0,1,1.0,XKX,1790151.0,7717143395.54732,4310.88963754863,,,,,,,1.1172241894678159,0.25916325478077434,4.639413597090581,,1.1172241894678159,0.25916325478077434,4.639413597090581,
2024,KOS,0,1,1,2,3,0,0,3,1.5,XKX,1594353.0,11197246322.588,7023.06598512878,,,,,,,1.2544273445090264,0.17861534366404325,2.8477590901679766,,0.0,0.0,0.0,
1972,KSA,0,0,0,0,0,0,0,0,0.0,SAU,3905722.0,9664267086.60323,2474.38683208975,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1976,KSA,0,0,0,0,0,0,0,0,0.0,SAU,4807933.0,64005665722.3796,13312.5119926546,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1984,KSA,0,0,0,0,0,0,0,0,0.0,SAU,7697307.0,119624858115.778,15541.1312184609,,4.0,Mediterranean/Subtropical,18.0,2.0,6.10957002639771,0.0,0.0,0.0,,0.0,0.0,0.0,
1988,KSA,0,0,0,0,0,0,0,0,0.0,SAU,9629165.0,88256074766.3551,9165.49615323397,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1992,KSA,0,0,0,0,0,0,0,0,0.0,SAU,11686676.0,137087850467.29,11730.2687665244,0.688,4.0,Mediterranean/Subtropical,18.0,2.0,5.14463996887207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,KSA,0,0,0,0,0,0,0,0,0.0,SAU,13831009.0,158662483311.081,11471.5045960191,0.711,4.0,Mediterranean/Subtropical,18.0,2.0,4.94373989105225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,KSA,0,1,1,2,0,0,0,0,0.0,SAU,16177722.0,189514933333.333,11714.5623675159,0.737,4.0,Mediterranean/Subtropical,18.0,2.0,5.90982007980347,0.12362679986712591,0.010553258072187117,1.7072767528609816,2.7137042062415198,0.0,0.0,0.0,0.0
2004,KSA,0,0,0,0,0,1,1,2,0.6666666666666666,SAU,19669480.0,258742133333.333,13154.4978989446,0.773,4.0,Mediterranean/Subtropical,18.0,2.0,6.27747011184692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,KSA,0,0,0,0,0,1,1,2,0.6666666666666666,SAU,23287877.0,519796800000.0,22320.4888964331,0.792,4.0,Mediterranean/Subtropical,18.0,2.0,5.13781023025513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,KSA,0,0,1,1,0,1,1,2,0.6666666666666666,SAU,26168861.0,751921333333.333,28733.4375513452,0.819,4.0,Mediterranean/Subtropical,18.0,2.0,,0.03821335594239275,0.0013299263575444955,0.3480265799081821,1.221001221001221,0.0,0.0,0.0,0.0
2016,KSA,0,0,0,0,0,1,2,3,0.3333333333333333,SAU,30954198.0,689279466666.667,22267.7217050387,0.86,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,KSA,0,1,0,1,0,1,2,3,0.3333333333333333,SAU,31552510.0,767951200000.0,24338.8307301067,0.875,4.0,Mediterranean/Subtropical,18.0,2.0,,0.03169319968522314,0.0013021660751360241,0.41086608107390216,1.1428571428571428,0.0,0.0,0.0,0.0
2024,KSA,0,0,0,0,0,2,2,4,0.6666666666666666,SAU,35300280.0,1239804533333.33,35121.6628687742,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1968,KUW,0,0,0,0,0,0,0,0,0.0,KWT,687716.0,2662798934.88043,3871.94559219275,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1972,KUW,0,0,0,0,0,0,0,0,0.0,KWT,920352.0,4450537925.33189,4835.69104574325,,4.0,Mediterranean/Subtropical,18.0,2.0,2.81574988365173,0.0,0.0,0.0,,0.0,0.0,0.0,
1976,KUW,0,0,0,0,0,0,0,0,0.0,KWT,1178711.0,13132252801.9372,11141.1981409668,,4.0,Mediterranean/Subtropical,18.0,2.0,3.11508011817932,0.0,0.0,0.0,,0.0,0.0,0.0,
1980,KUW,0,0,0,0,0,0,0,0,0.0,KWT,1504782.0,28638868355.9196,19031.9051902,,4.0,Mediterranean/Subtropical,18.0,2.0,2.79101991653442,0.0,0.0,0.0,,0.0,0.0,0.0,
1984,KUW,0,0,0,0,0,0,0,0,0.0,KWT,1820688.0,21700082752.9369,11918.6168925905,,4.0,Mediterranean/Subtropical,18.0,2.0,5.14888000488281,0.0,0.0,0.0,,0.0,0.0,0.0,
1988,KUW,0,0,0,0,0,0,0,0,0.0,KWT,2134707.0,20690322152.8945,9692.34754600725,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1992,KUW,0,0,0,0,0,0,0,0,0.0,KWT,1634961.0,19858555214.7239,12146.19505586,0.699,4.0,Mediterranean/Subtropical,18.0,2.0,14.1988296508789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,KUW,0,0,0,0,0,0,0,0,0.0,KWT,1730246.0,31492373308.7516,18201.0958607918,0.769,4.0,Mediterranean/Subtropical,18.0,2.0,5.85961008071899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,KUW,0,0,1,1,0,0,0,0,0.0,KWT,1954709.0,37718743480.0751,19296.3471698729,0.778,4.0,Mediterranean/Subtropical,18.0,2.0,,0.5115851003909022,0.026512017838776873,0.5182327987761772,1.2853470437017995,0.0,0.0,0.0,0.0
2004,KUW,0,0,0,0,0,0,1,1,0.3333333333333333,KWT,2157320.0,59439090600.6108,27552.2827399787,0.798,4.0,Mediterranean/Subtropical,18.0,2.0,5.53506994247437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,KUW,0,0,0,0,0,0,1,1,0.3333333333333333,KWT,2651421.0,147379737229.753,55585.1889344442,0.805,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,KUW,0,0,1,1,0,0,1,1,0.3333333333333333,KWT,3337109.0,174047662680.041,52155.2225833921,0.822,4.0,Mediterranean/Subtropical,18.0,2.0,,0.2996605744673009,0.005745552595201128,0.19173535275419037,1.2165450121654502,0.0,0.0,0.0,0.0
2020,KUW,0,0,1,1,0,0,2,2,0.3333333333333333,KWT,4400267.0,111045470605.715,25236.0755848941,0.837,4.0,Mediterranean/Subtropical,18.0,2.0,6.24513034913966,0.22725893678724496,0.009005320023818555,0.3962581252524792,1.1947431302270013,0.0,0.0,0.0,0.0
2024,KUW,0,0,0,0,0,0,3,3,0.6666666666666666,KWT,4897263.0,160227273053.334,32717.7186631255,,4.0,Mediterranean/Subtropical,18.0,2.0,6.43592667889685,0.0,0.0,0.0,,0.0,0.0,0.0,
1980,LAO,0,0,0,0,0,0,0,0,0.0,LAO,3292573.0,,,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,,,,0.0,,,
1988,LAO,0,0,0,0,0,0,0,0,0.0,LAO,4072601.0,598961269.297879,147.070942942331,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1992,LAO,0,0,0,0,0,0,0,0,0.0,LAO,4559646.0,1127806944.61513,247.345286150532,0.42,4.0,Mediterranean/Subtropical,18.0,2.0,2.33456993103027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,LAO,0,0,0,0,0,0,0,0,0.0,LAO,5045678.0,1873671550.34636,371.341879197673,0.449,4.0,Mediterranean/Subtropical,18.0,2.0,2.42974996566773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,LAO,0,0,0,0,0,0,0,0,0.0,LAO,5431212.0,1731198022.46763,318.749852236965,0.473,4.0,Mediterranean/Subtropical,18.0,2.0,1.50369000434876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,LAO,0,0,0,0,0,0,0,0,0.0,LAO,5781626.0,2366398119.86321,409.296298284117,0.505,4.0,Mediterranean/Subtropical,18.0,2.0,2.41300010681152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,LAO,0,0,0,0,0,0,0,0,0.0,LAO,6148969.0,5446433157.40114,885.747376088762,0.537,4.0,Mediterranean/Subtropical,18.0,2.0,2.27854990959167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,LAO,0,0,0,0,0,0,0,0,0.0,LAO,6518978.0,10192846339.4029,1563.5650771337,0.577,4.0,Mediterranean/Subtropical,18.0,2.0,1.82147002220154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,LAO,0,0,0,0,0,0,0,0,0.0,LAO,6908802.0,15912501722.6143,2303.22156035363,0.609,4.0,Mediterranean/Subtropical,18.0,2.0,2.77442976110388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,LAO,0,0,0,0,0,0,0,0,0.0,LAO,7346533.0,18981805250.2424,2583.77730696131,0.616,4.0,Mediterranean/Subtropical,18.0,2.0,1.91597273223857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,LAO,0,0,0,0,0,0,0,0,0.0,LAO,7769819.0,16502933121.3379,2123.97909415109,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1992,LAT,0,2,1,3,0,2,1,3,1.0,LVA,2614338.0,,,0.709,1.0,Arctic/Subarctic,-5.0,10.0,4.30135011672974,1.1475180332458925,,,4.2313117066290555,0.0,,,0.0
1996,LAT,0,1,0,1,0,4,2,6,2.0,LVA,2457222.0,5799465288.41246,2360.1714816213,0.714,1.0,Arctic/Subarctic,-5.0,10.0,5.41694021224976,0.40696363617125353,0.17242968968157044,4.236980269387284,1.400560224089636,0.0,0.0,0.0,0.0
2000,LAT,1,1,1,3,0,5,2,7,2.0,LVA,2367550.0,7761252607.18424,3278.17896440803,0.764,1.0,Arctic/Subarctic,-5.0,10.0,5.40854978561401,1.2671326899115118,0.3865355441753095,9.15142227612255,3.926701570680628,0.4223775633038373,0.12884518139176981,3.0504740920408504,1.3089005235602094
2004,LAT,0,4,0,4,1,6,3,10,2.333333333333333,LVA,2263122.0,13827070378.5612,6109.73265186817,0.809,1.0,Arctic/Subarctic,-5.0,10.0,5.04684019088745,1.767469893359704,0.289287599649596,6.546931310941932,4.944375772558714,0.0,0.0,0.0,0.0
2008,LAT,1,1,1,3,1,10,3,14,2.6666666666666665,LVA,2177322.0,34135200994.0067,15677.6080864506,0.837,1.0,Arctic/Subarctic,-5.0,10.0,5.63671016693115,1.3778393825075024,0.08788581618507903,1.9135572106772814,3.5842293906810037,0.4592797941691674,0.029295272061693012,0.6378524035590937,1.1947431302270013
2012,LAT,1,0,1,2,2,11,4,17,3.333333333333333,LVA,2034319.0,27116149948.6683,13329.3499931271,0.843,1.0,Arctic/Subarctic,-5.0,10.0,6.83852005004883,0.9831299810894947,0.07375678345878972,1.500448259691015,2.372479240806643,0.49156499054474734,0.03687839172939486,0.7502241298455075,1.1862396204033214
2016,LAT,0,0,0,0,3,11,5,19,3.0,LVA,1959537.0,27117105059.5075,13838.5266823272,0.864,1.0,Arctic/Subarctic,-5.0,10.0,4.82350015640259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,LAT,1,0,1,2,3,11,5,19,1.6666666666666667,LVA,1900449.0,33379927434.6149,17564.2321549354,0.879,1.0,Arctic/Subarctic,-5.0,10.0,4.99749994277954,1.052382884255247,0.05991624768860357,1.1386777300355924,2.2753128555176336,0.5261914421276235,0.029958123844301784,0.5693388650177962,1.1376564277588168
2024,LAT,0,0,0,0,4,11,6,21,1.3333333333333333,LVA,1866124.0,43684254432.3609,23409.0845154775,,1.0,Arctic/Subarctic,-5.0,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1968,LBA,0,0,0,0,0,0,0,0,0.0,LBY,1952781.0,3850623094.95076,1971.86632548697,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1980,LBA,0,0,0,0,0,0,0,0,0.0,LBY,3424378.0,40953924948.7419,11959.5222690783,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1988,LBA,0,0,0,0,0,0,0,0,0.0,LBY,4237755.0,24308959591.195,5736.28243992278,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1992,LBA,0,0,0,0,0,0,0,0,0.0,LBY,4640352.0,33887047909.2746,7302.68908679226,0.703,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,LBA,0,0,0,0,0,0,0,0,0.0,LBY,4987393.0,27884615384.6154,5591.02027544558,0.716,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,LBA,0,0,0,0,0,0,0,0,0.0,LBY,5305021.0,38270954138.1128,7214.10040377084,0.727,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,LBA,0,0,0,0,0,0,0,0,0.0,LBY,5736693.0,33122307692.3077,5773.76333234281,0.741,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,LBA,0,0,0,0,0,0,0,0,0.0,LBY,6235430.0,86710767415.1371,13906.1407818125,0.754,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,LBA,0,0,0,0,0,0,0,0,0.0,LBY,6179328.0,92540938129.1315,14975.8902795144,0.758,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,LBA,0,0,0,0,0,0,0,0,0.0,LBY,6632126.0,49912073701.298,7525.80299308216,0.725,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,LBA,0,0,0,0,0,0,0,0,0.0,LBY,7045399.0,46854285440.642,6650.33810585348,0.688,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,LBA,0,0,0,0,0,0,0,0,0.0,LBY,7381023.0,48487151215.345,6569.16408678648,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
2020,LBN,0,0,0,0,0,0,0,0,0.0,LBN,5702398.0,31712128253.7961,5561.19166950397,0.75,3.0,Temperate,12.0,4.0,2.4354185601396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,LBN,0,0,0,0,0,0,0,0,0.0,LBN,5805962.0,,,,3.0,Temperate,12.0,4.0,1.22490869993085,0.0,,,,0.0,,,
1960,LBR,0,0,0,0,0,0,0,0,0.0,LBR,1139522.0,190495600.0,167.171498224694,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
